id,first_name,second_name,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,news,chance_of_playing_next_round,chance_of_playing_this_round
286,Zach,Marsh,Marsh,8,4,45,0,0,2005,3332,0.3,a,,,
690,Rio,Cardines,Cardines,8,3,45,0,0,8846,2325,0.2,a,,,
242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,9,3,50,0,0,18846,40414,4.4,a,,,
287,Jordan,Pickford,Pickford,9,1,55,0,0,20180,75529,10.6,a,,,
288,Mark,Travers,Travers,9,1,45,0,0,380,1242,0.2,a,,,
289,Harry,Tyrer,Tyrer,9,1,40,0,0,468,749,0.1,a,,,
290,Jarrad,Branthwaite,Branthwaite,9,2,54,-1,-1,201,29352,0.5,i,Hamstring injury - Unknown return date,0.0,0.0
291,James,Tarkowski,Tarkowski,9,2,55,0,0,26920,42387,6.8,a,,,
292,Vitalii,Mykolenko,Mykolenko,9,2,50,0,0,698,14573,0.8,d,Muscle injury - 75% chance of playing,75.0,75.0
293,Jake,O'Brien,O'Brien,9,2,50,0,0,3192,5229,0.6,a,,,
294,Séamus,Coleman,Coleman,9,2,45,0,0,820,1911,0.2,a,,,
295,Michael,Keane,Keane,9,2,45,0,0,2900,3235,0.4,a,,,
296,Nathan,Patterson,Patterson,9,2,45,0,0,57,569,0.0,d,Hernia - 75% chance of playing,75.0,75.0
297,Roman,Dixon,Dixon,9,2,40,0,0,973,2029,0.2,a,,,
298,Reece,Welch,Welch,9,2,40,0,0,435,1399,0.2,a,,,
299,Iliman,Ndiaye,Ndiaye,9,3,65,0,0,22650,167447,9.9,a,,,
300,Dwight,McNeil,McNeil,9,3,59,-1,-1,960,9463,0.3,a,,,
301,Carlos,Alcaraz Durán,Alcaraz,9,3,55,0,0,740,2388,0.2,a,,,
302,Idrissa Gana,Gueye,Gana,9,3,55,0,0,406,1594,0.1,a,,,
303,James,Garner,Garner,9,3,50,0,0,401,1198,0.1,a,,,
304,Tim,Iroegbunam,Iroegbunam,9,3,50,0,0,98,365,0.0,a,,,
305,Harrison,Armstrong,Armstrong,9,3,45,0,0,570,2216,0.1,a,,100.0,75.0
306,Callum,Bates,Bates,9,3,45,0,0,738,1125,0.1,a,,,
307,Coby,Ebere,Ebere,9,3,45,0,0,298,497,0.0,a,,,
308,Isaac,Heath,Heath,9,3,45,0,0,255,507,0.0,a,,,
309,Jenson,Metcalfe,Metcalfe,9,3,45,0,0,0,45,0.0,u,Has joined Bradford City permanently.,0.0,0.0
310,Thierno,Barry,Barry,9,4,60,0,0,4097,12927,0.7,a,,,
311,Norberto Bercique,Gomes Betuncal,Beto,9,4,55,0,0,37193,97684,7.8,a,,,
312,Youssef,Ramalho Chermiti,Y.Chermiti,9,4,50,0,0,1093,2483,0.2,a,,,
313,Martin,Sherif,Sherif,9,4,45,0,0,1699,2850,0.2,a,,,
419,Jack,Grealish,Grealish,9,3,65,0,0,14190,49383,3.2,a,,,
630,Tom,King,King,9,1,40,0,0,2864,6672,1.5,a,,,
667,Adam,Aznou,Aznou,9,2,45,0,0,433,1722,0.1,a,,,
314,Bernd,Leno,Leno,10,1,50,0,0,3713,13136,1.6,a,,,
315,Steven,Benda,Benda,10,1,40,0,0,0,95,0.0,u,Has joined Millwall on loan for the rest of the season.,0.0,0.0
316,Antonee,Robinson,Robinson,10,2,50,0,0,404,29655,0.7,i,Knee injury - Unknown return date,0.0,0.0
317,Joachim,Andersen,Andersen,10,2,45,0,0,8405,12942,2.9,a,,,
318,Calvin,Bassey,Bassey,10,2,45,0,0,2729,5044,0.5,a,,,
319,Timothy,Castagne,Castagne,10,2,45,0,0,306,1434,0.1,a,,,
320,Issa,Diop,Diop,10,2,45,0,0,272,1014,0.1,a,,,
321,Jorge,Cuenca Barreno,J.Cuenca,10,2,45,0,0,167,414,0.0,a,,,
322,Kenny,Tete,Tete,10,2,45,0,0,1165,1643,0.2,a,,,
323,Samuel,Amissah,Amissah,10,2,40,0,0,513,1696,0.2,a,,,
324,Alex,Iwobi,Iwobi,10,3,65,0,0,2805,24597,1.4,a,,,
325,Emile,Smith Rowe,Smith Rowe,10,3,59,-1,-1,2341,20502,0.8,a,,,
326,Adama,Traoré Diarra,Adama,10,3,55,0,0,814,5288,0.3,a,,,
327,Andreas,Hoelgebaum Pereira,Andreas,10,3,54,-1,-1,905,7727,0.3,a,,,
328,Ryan,Sessegnon,Sessegnon,10,3,55,0,0,43,802,0.0,d,Muscle injury - 75% chance of playing,75.0,75.0
329,Harry,Wilson,Wilson,10,3,55,0,0,5744,14253,0.9,a,,,
330,Sander,Berge,Berge,10,3,50,0,0,210,722,0.1,a,,,
331,Tom,Cairney,Cairney,10,3,50,0,0,74,539,0.0,a,,,
332,Saša,Lukić,Lukić,10,3,50,0,0,184,670,0.1,a,,,
333,Martial,Godo,Godo,10,3,45,0,0,440,929,0.1,a,,,
334,Luke,Harris,Harris,10,3,45,0,0,0,113,0.0,u,Has joined Oxford United on loan for the rest of the season.,0.0,0.0
335,Josh,King,King,10,3,45,0,0,38683,17645,1.2,a,,,
336,Harrison,Reed,Reed,10,3,45,0,0,1118,3155,0.3,a,,,
337,Raúl,Jiménez Rodríguez,Raúl,10,4,65,0,0,6387,32915,1.9,a,,,
338,Rodrigo,Muniz Carvalho,Muniz,10,4,55,0,0,54352,23547,2.4,a,,,
664,Benjamin,Lecomte,Lecomte,10,1,40,0,0,1998,3669,0.8,a,,,
339,Illan,Meslier,Meslier,11,1,45,0,0,1658,9057,0.7,a,,,
340,Alex,Cairns,Cairns,11,1,40,0,0,702,1111,0.2,a,,,
341,Karl,Darlow,Darlow,11,1,40,0,0,6567,15647,3.0,a,,,
342,Jayden,Bogle,Bogle,11,2,45,0,0,887,1691,0.2,a,,100.0,75.0
343,Pascal,Struijk,Struijk,11,2,45,0,0,4150,3170,0.4,a,,,
344,Jaka,Bijol,Bijol,11,2,40,0,0,1667,1036,0.2,a,,100.0,0.0
345,Sebastiaan,Bornauw,Bornauw,11,2,40,0,0,88,869,0.1,a,,100.0,75.0
346,Sam,Byram,Byram,11,2,40,0,0,565,2246,0.2,a,,,
347,Gabriel,Gudmundsson,Gudmundsson,11,2,40,0,0,73705,21769,3.5,a,,,
348,Joe,Rodon,Rodon,11,2,40,0,0,17257,11791,2.3,a,,,
349,Isaac,Schmidt,Schmidt,11,2,40,0,0,388,1750,0.2,a,,,
350,Brenden,Aaronson,Aaronson,11,3,55,0,0,348,1228,0.1,a,,,
351,Wilfried,Gnonto,Gnonto,11,3,55,0,0,1777,5230,0.3,a,,,
352,Jack,Harrison,Harrison,11,3,55,0,0,232,2596,0.1,a,,,
353,Daniel,James,James,11,3,55,0,0,1452,6482,0.5,a,,,
354,Ethan,Ampadu,Ampadu,11,3,50,0,0,580,1498,0.1,i,Knee injury - Expected back 13 Sep,0.0,
355,Sam,Greenwood,Greenwood,11,3,50,0,0,442,1857,0.1,a,,,
356,Ilia,Gruev,Gruev,11,3,50,0,0,112,620,0.0,a,,,
357,Largie,Ramazani,Ramazani,11,3,50,0,0,76,805,0.0,a,,,
358,Tanaka,Ao,Tanaka,11,3,50,0,0,2580,2872,0.3,a,,,
359,Charlie,Crew,Crew,11,3,45,0,0,0,341,0.0,u,Has joined Doncaster Rovers on loan for the rest of the season.,0.0,0.0
360,Joe,Gelhardt,Gelhardt,11,3,45,0,0,0,987,0.0,u,Has joined Hull City on loan for the rest of the season.,0.0,0.0
361,Darko,Gyabi,Gyabi,11,3,45,0,0,660,1178,0.1,a,,,
362,Joël,Piroe,Piroe,11,4,55,0,0,8564,24405,1.8,a,,,
363,Patrick,Bamford,Bamford,11,4,50,0,0,9649,34894,1.8,a,,,
364,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,11,4,50,0,0,0,1083,0.0,u,Has joined RCD Mallorca on loan for the rest of the season.,0.0,0.0
365,Lukas,Nmecha,Nmecha,11,4,50,0,0,22977,8495,0.6,a,,,
493,Sean,Longstaff,Longstaff,11,3,50,0,0,398,2431,0.2,a,,,
660,Anton,Stach,Stach,11,3,50,0,0,14122,4319,0.4,a,,,
665,Lucas Estella,Perri,Perri,11,1,45,0,0,4670,2639,0.4,a,,,
691,Dominic,Calvert-Lewin,Calvert-Lewin,11,4,55,0,0,3244,701,0.1,a,,,
698,Noah,Okafor,Okafor,11,3,55,0,0,319,51,0.0,a,,,
366,Alisson,Becker,A.Becker,12,1,55,0,0,18456,102599,10.8,a,,,
367,Giorgi,Mamardashvili,Mamardashvili,12,1,45,0,0,1084,8572,0.4,a,,,
368,Ármin,Pécsi,Pécsi,12,1,40,0,0,266,685,0.1,a,,,
369,Freddie,Woodman,Woodman,12,1,40,0,0,306,780,0.1,a,,,
370,Jeremie,Frimpong,Frimpong,12,2,60,0,0,54395,875810,22.5,i,Hamstring injury - Expected back 14 Sep,0.0,
371,Milos,Kerkez,Kerkez,12,2,60,0,0,23268,98967,6.1,a,,,
372,Andrew,Robertson,Robertson,12,2,60,0,0,2290,20372,1.3,a,,,
373,Virgil,van Dijk,Virgil,12,2,60,0,0,111874,126982,24.0,a,,,
374,Ibrahima,Konaté,Konaté,12,2,55,0,0,16107,36167,2.9,a,,,
375,Conor,Bradley,Bradley,12,2,50,0,0,565,3671,0.1,d,Muscle injury - 50% chance of playing,50.0,50.0
376,Joe,Gomez,Gomez,12,2,50,0,0,1222,1080,0.1,a,,100.0,75.0
377,Konstantinos,Tsimikas,Tsimikas,12,2,50,0,0,426,2388,0.1,a,,,
378,Amara,Nallo,Nallo,12,2,40,0,0,172,1288,0.1,a,,,
379,Rhys,Williams,R.Williams,12,2,40,0,0,469,2098,0.2,a,,,
380,Calvin,Ramsay,Ramsay,12,2,40,0,0,527,2126,0.2,a,,,
381,Mohamed,Salah,M.Salah,12,3,145,0,0,135094,126416,53.6,a,,,
382,Florian,Wirtz,Wirtz,12,3,85,0,0,42171,503151,28.2,a,,,
383,Luis,Díaz Marulanda,Luis Díaz,12,3,80,0,0,0,4261,0.1,u,Has joined Bayern Munch permanently.,0.0,0.0
384,Cody,Gakpo,Gakpo,12,3,75,0,0,146505,71887,8.4,a,,,
385,Federico,Chiesa,Chiesa,12,3,65,0,0,8070,2305,0.3,a,,,
386,Alexis,Mac Allister,Mac Allister,12,3,65,0,0,19788,19054,2.0,a,,,
387,Dominik,Szoboszlai,Szoboszlai,12,3,65,0,0,7410,31482,1.9,a,,,
388,Curtis,Jones,C.Jones,12,3,55,0,0,418,2440,0.1,a,,,
389,Harvey,Elliott,Elliott,12,3,54,-1,-1,518,3580,0.1,a,,,
390,Ryan,Gravenberch,Gravenberch,12,3,55,0,0,4008,2263,0.2,a,,100.0,0.0
392,Endo,Wataru,Endo,12,3,50,0,0,1590,1520,0.1,a,,,
393,Stefan,Bajčetić Maquieira,Bajcetic,12,3,45,0,0,299,781,0.0,a,,,
394,James,McConnell,McConnell,12,3,45,0,0,132,472,0.0,a,,,
395,Tyler,Morton,Morton,12,3,45,0,0,0,144,0.0,u,Has joined Lyon permanently.,0.0,0.0
396,Trey,Nyoni,Nyoni,12,3,45,0,0,483,1554,0.1,a,,,
397,Darwin,Núñez Ribeiro,Darwin,12,4,65,0,0,0,10190,0.1,u,Has joined Al-Hilal permanently.,0.0,0.0
398,Jayden,Danns,Danns,12,4,45,0,0,859,2359,0.1,a,,,
661,Hugo,Ekitiké,Ekitiké,12,4,86,1,1,568472,80261,21.6,a,,,
686,Rio,Ngumoha,Ngumoha,12,3,45,0,0,6303,2095,0.1,a,,,
692,Giovanni,Leoni,Leoni,12,2,50,0,0,317,103,0.0,a,,,
182,James,Trafford,Trafford,13,1,50,0,0,51726,23528,2.6,a,,,
399,Ederson,Santana de Moraes,Ederson M.,13,1,54,-1,-1,6459,69350,2.6,a,,,
400,Stefan,Ortega Moreno,Ortega Moreno,13,1,50,0,0,388,3959,0.2,a,,,
401,Marcus,Bettinelli,Bettinelli,13,1,40,0,0,701,1519,0.2,a,,,
402,Rayan,Aït-Nouri,Aït-Nouri,13,2,60,0,0,312794,90141,23.1,a,,,
403,Joško,Gvardiol,Gvardiol,13,2,59,-1,-1,1268,428479,6.2,i,Knock - Unknown return date,0.0,0.0
404,Manuel,Akanji,Akanji,13,2,55,0,0,4263,17216,0.8,a,,,
405,Nathan,Aké,Aké,13,2,55,0,0,2702,11315,0.7,a,,,
406,Abdukodir,Khusanov,Khusanov,13,2,55,0,0,1769,6869,0.4,a,,,
407,Matheus,Nunes,Matheus N.,13,2,55,0,0,1691,8913,0.4,a,,,
408,Rúben,dos Santos Gato Alves Dias,Rúben,13,2,55,0,0,42366,23434,3.7,a,,,
409,John,Stones,Stones,13,2,55,0,0,11790,4955,0.9,a,,,
410,Rico,Lewis,Lewis,13,2,50,0,0,190788,26335,3.3,a,,,
411,Nico,O'Reilly,O’Reilly,13,2,50,0,0,1086,3227,0.2,a,,,
412,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,13,2,50,0,0,0,429,0.0,u,Has joined Girona on loan for the rest of the season.,0.0,0.0
413,Omar,Marmoush,Marmoush,13,3,84,-1,-1,23179,261857,8.9,a,,,
414,Phil,Foden,Foden,13,3,80,0,0,6344,26994,1.3,a,,100.0,100.0
415,Sávio,Moreira de Oliveira,Savinho,13,3,69,-1,-1,243,43786,0.7,i,Knock - Expected back 14 Sep,0.0,0.0
416,Bernardo,Mota Veiga de Carvalho e Silva,Bernardo,13,3,65,0,0,6236,13914,0.8,a,,,
417,Rayan,Cherki,Cherki,13,3,65,0,0,101578,90864,8.5,a,,,
418,Jérémy,Doku,Doku,13,3,65,0,0,7301,22156,1.1,a,,,
420,İlkay,Gündoğan,Gündoğan,13,3,64,-1,-1,526,4743,0.2,a,,,
421,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,13,3,64,-1,-1,3013,14314,0.6,a,,100.0,100.0
422,Mateo,Kovačić,Kovačić,13,3,60,0,0,73,292,0.0,i,Achilles injury - Expected back 13 Sep,0.0,0.0
423,Nico,González Iglesias,N.Gonzalez,13,3,60,0,0,1624,1596,0.1,a,,,
424,Oscar,Bobb,Bobb,13,3,55,0,0,22986,5154,0.4,a,,,
425,Claudio,Echeverri,Echeverri,13,3,54,-1,-1,194,1012,0.0,u,Has joined Bayer Leverkusen on loan for the rest of the season.,0.0,
427,Tijjani,Reijnders,Reijnders,13,3,56,1,1,1069750,36952,31.1,a,,,
428,Sverre,Nypan,Nypan,13,3,50,0,0,73,909,0.0,u,Has joined Middlesbrough on loan for the rest of the season.,0.0,
429,Kalvin,Phillips,Phillips,13,3,50,0,0,313,1121,0.1,a,,,
430,Erling,Haaland,Haaland,13,4,140,0,0,395764,42729,29.8,a,,,
119,Bryan,Mbeumo,Mbeumo,14,3,80,0,0,144851,103390,14.2,a,,,
431,Altay,Bayındır,Bayindir,14,1,50,0,0,3344,4336,0.4,a,,,
432,André,Onana,Onana,14,1,50,0,0,2093,2840,0.3,a,,100.0,100.0
433,Elyh,Harrison,Harrison,14,1,40,0,0,0,77,0.0,u,On loan to Shrewsbury Town,0.0,0.0
434,Tom,Heaton,Heaton,14,1,40,0,0,1317,1785,0.3,a,,,
435,Dermot,Mee,Mee,14,1,40,0,0,371,662,0.1,a,,,
436,Matthijs,de Ligt,De Ligt,14,2,50,0,0,43061,15642,2.3,a,,,
437,Lisandro,Martínez,Martinez,14,2,50,0,0,121,6156,0.1,i,Knee injury - Unknown return date,0.0,0.0
438,Noussair,Mazraoui,Mazraoui,14,2,50,0,0,138,10388,0.2,i,Knock - Unknown return date,0.0,0.0
439,Diego,León Blanco,D.Leon,14,2,45,0,0,298,1162,0.1,a,,,
440,Diogo,Dalot Teixeira,Dalot,14,2,45,0,0,9536,16130,2.2,a,,,
441,Patrick,Dorgu,Dorgu,14,2,45,0,0,159610,31537,7.8,a,,,
442,Harry,Maguire,Maguire,14,2,45,0,0,3615,8120,0.7,a,,,
443,Luke,Shaw,Shaw,14,2,45,0,0,5163,1960,0.3,a,,,
444,Leny,Yoro,Yoro,14,2,45,0,0,32857,14122,1.9,a,,,
445,Harry,Amass,Amass,14,2,40,0,0,597,1858,0.2,a,,,
446,Tyler,Fredricson,Fredricson,14,2,40,0,0,201,1138,0.1,a,,,
447,Ayden,Heaven,Heaven,14,2,40,0,0,4851,13059,1.5,a,,,
448,Tyrell,Malacia,Malacia,14,2,40,0,0,1315,3166,0.3,a,,,
449,Bruno,Borges Fernandes,B.Fernandes,14,3,90,0,0,71883,160089,21.1,a,,,
450,Matheus,Santos Carneiro da Cunha,Cunha,14,3,80,0,0,145147,62526,9.1,a,,,
451,Marcus,Rashford,Rashford,14,3,70,0,0,0,843,0.0,u,Has joined Barcelona on loan for the rest of the season,0.0,0.0
452,Amad,Diallo,Amad,14,3,65,0,0,11559,46028,2.7,a,,,
453,Alejandro,Garnacho Ferreyra,Garnacho,14,3,65,0,0,734,3908,0.2,a,,,
454,Antony,dos Santos,Antony,14,3,60,0,0,572,2465,0.1,a,,,
455,Mason,Mount,Mount,14,3,60,0,0,4383,4353,0.3,a,,,
456,Jadon,Sancho,Sancho,14,3,60,0,0,513,2530,0.1,a,,,
457,Carlos Henrique,Casimiro,Casemiro,14,3,55,0,0,1952,2964,0.2,a,,,
458,Kobbie,Mainoo,Mainoo,14,3,50,0,0,3713,13275,0.7,a,,,
459,Manuel,Ugarte Ribeiro,Ugarte,14,3,50,0,0,1362,3183,0.2,a,,,
460,Toby,Collyer,Collyer,14,3,45,0,0,423,2299,0.1,u,Has joined West Bromwich Albion on loan for the rest of the season.,0.0,
461,Jayce,Fitzgerald,Fitzgerald,14,3,45,0,0,152,431,0.0,a,,,
462,Jack,Fletcher,J.Fletcher,14,3,45,0,0,178,462,0.0,a,,,
463,Sékou,Koné,Kone,14,3,45,0,0,592,1088,0.1,a,,,
464,Jack,Moorhouse,Moorhouse,14,3,45,0,0,139,367,0.0,a,,100.0,100.0
465,Rasmus,Højlund,Højlund,14,4,64,-1,-1,2240,14423,0.6,a,,,
466,Joshua,Zirkzee,Zirkzee,14,4,60,0,0,3956,7782,0.4,a,,100.0,100.0
467,Chido,Obi,Obi,14,4,45,0,0,7477,24181,2.1,a,,,
468,Ethan,Wheatley,Wheatley,14,4,45,0,0,714,1841,0.1,a,,100.0,100.0
681,Benjamin,Sesko,Šeško,14,4,75,0,0,101873,93435,8.9,a,,,
52,Jacob,Ramsey,J.Ramsey,15,3,55,0,0,3458,12562,0.6,a,,,
469,Nick,Pope,Pope,15,1,50,0,0,39317,23422,4.1,a,,,
471,Mark,Gillespie,Gillespie,15,1,40,0,0,568,902,0.2,a,,,
472,Odysseas,Vlachodimos,Odysseas,15,1,40,0,0,0,699,0.0,u,Has joined Sevilla on loan for the rest of the season.,0.0,0.0
473,Lewis,Hall,Hall,15,2,55,0,0,5112,36088,1.7,a,,,
474,Fabian,Schär,Schär,15,2,55,0,0,26491,15231,2.9,a,,,
475,Sven,Botman,Botman,15,2,50,0,0,1844,8866,0.4,a,,,
476,Dan,Burn,Burn,15,2,50,0,0,49472,23200,4.1,a,,,
477,Tino,Livramento,Livramento,15,2,50,0,0,57323,22905,4.1,a,,,
478,Kieran,Trippier,Trippier,15,2,50,0,0,20062,12395,2.2,a,,,
479,Emil,Krafth,Krafth,15,2,45,0,0,150,689,0.0,a,,,
480,Jamaal,Lascelles,Lascelles,15,2,45,0,0,203,1135,0.1,a,,,
481,Alex,Murphy,A.Murphy,15,2,40,0,0,4085,8536,0.8,a,,,
482,Harrison,Ashby,Ashby,15,2,40,0,0,279,1323,0.1,a,,,
483,Miodrag,Pivaš,Pivas,15,2,40,0,0,210,1248,0.1,a,,,
484,Matt,Targett,Targett,15,2,40,0,0,1790,4794,0.5,a,,,
485,Anthony,Gordon,Gordon,15,3,75,0,0,31367,26380,2.0,a,,100.0,100.0
486,Anthony,Elanga,Elanga,15,3,70,0,0,20009,115571,7.2,a,,,
487,Harvey,Barnes,Barnes,15,3,65,0,0,3787,9329,0.5,a,,,
488,Bruno,Guimarães Rodriguez Moura,Bruno G.,15,3,65,0,0,4113,22479,1.6,a,,,
489,Jacob,Murphy,J.Murphy,15,3,64,-1,-1,1330,53426,1.8,a,,,
490,Joelinton Cássio,Apolinário de Lira,Joelinton,15,3,60,0,0,2778,8302,0.4,a,,,
491,Sandro,Tonali,Tonali,15,3,55,0,0,7124,25714,1.8,a,,,
492,Antoñito,Cordero Campillo,Antoñito C.,15,3,50,0,0,127,628,0.0,a,,100.0,100.0
494,Joe,Willock,Willock,15,3,50,0,0,29,1144,0.0,i,Calf injury - Expected back 13 Sep,0.0,0.0
495,Isaac,Hayden,Hayden,15,3,45,0,0,0,593,0.0,u,Has departed the club as a free agent.,0.0,0.0
496,Garang,Kuol,Kuol,15,3,45,0,0,348,873,0.1,a,,,
497,Lewis,Miley,L.Miley,15,3,45,0,0,14310,25072,2.5,a,,,
498,Joe,White,White,15,3,45,0,0,0,436,0.0,u,Has joined Leyton Orient on loan for the rest of the season.,0.0,0.0
499,Alexander,Isak,Isak,15,4,104,-1,-1,5257,344123,5.1,n,Won’t be considered for selection on 16/8. - Unknown return date,0.0,0.0
500,William,Osula,Osula,15,4,55,0,0,1945,4178,0.2,a,,,
501,Sean,Neave,Neave,15,4,45,0,0,1756,3358,0.2,a,,,
674,Aaron,Ramsdale,Ramsdale,15,1,50,0,0,1732,13796,0.8,a,,,
684,Malick,Thiaw,Thiaw,15,2,50,0,0,1260,2848,0.2,a,,,
689,Seung-Soo,Park,Seung soo,15,3,45,0,0,6838,2044,0.2,a,,,
426,James,McAtee,McAtee,16,3,55,0,0,2566,3274,0.2,a,,,
502,Matz,Sels,Sels,16,1,50,0,0,46339,108200,19.2,a,,,
503,Carlos Miguel,dos Santos Pereira,C.Miguel,16,1,40,0,0,448,2142,0.2,u,Has joined Palmeiras permanently.,0.0,
504,Matt,Turner,Turner,16,1,40,0,0,0,4351,0.2,u,Has joined Lyon permanently.,0.0,0.0
505,Nikola,Milenković,Milenković,16,2,55,0,0,31074,60397,9.5,a,,,
506,Murillo,Costa dos Santos,Murillo,16,2,55,0,0,20031,38245,6.6,a,,,
507,Ola,Aina,Aina,16,2,50,0,0,83740,69722,14.5,a,,,
508,Neco,Williams,N.Williams,16,2,50,0,0,31132,58319,9.8,a,,,
509,David,Mota Veiga Teixeira do Carmo,David Carmo,16,2,45,0,0,179,588,0.0,a,,,
510,Jair,Paula da Cunha Filho,Jair Cunha,16,2,45,0,0,293,1046,0.1,a,,,
511,Felipe,Rodrigues da Silva,Morato,16,2,45,0,0,246,1181,0.1,a,,,
512,Omar,Richards,O.Richards,16,2,45,0,0,168,582,0.0,a,,,
513,Zach,Abbott,Abbott,16,2,40,0,0,758,1819,0.2,a,,,
514,Willy,Boly,Boly,16,2,40,0,0,1901,4287,0.5,a,,,
515,Morgan,Gibbs-White,Gibbs-White,16,3,75,0,0,30022,44266,5.1,a,,,
516,Callum,Hudson-Odoi,Hudson-Odoi,16,3,60,0,0,6517,17194,1.1,a,,,
517,Elliot,Anderson,Anderson,16,3,55,0,0,53578,59106,6.4,a,,,
518,João Pedro,Ferreira da Silva,Jota,16,3,55,0,0,317,1280,0.1,a,,,
519,Nicolás,Domínguez,Dominguez,16,3,50,0,0,17,34,0.0,i,Knee injury - Expected back 04 Oct,0.0,0.0
520,Lewis,O'Brien,O'Brien,16,3,50,0,0,0,53,0.0,u,Has joined Wrexham permanently.,0.0,0.0
521,Ibrahim,Sangaré,Sangaré,16,3,50,0,0,483,724,0.1,a,,,
522,Ryan,Yates,Yates,16,3,50,0,0,351,1742,0.1,a,,,
523,Eric,da Silva Moreira,Da Silva Moreira,16,3,45,0,0,994,2191,0.2,a,,,
524,Marko,Stamenić,Stamenic,16,3,45,0,0,245,1186,0.1,u,Has joined Swansea City permanently.,0.0,
525,Chris,Wood,Wood,16,4,76,1,1,584040,79606,19.4,a,,,
526,Igor Jesus,Maciel da Cruz,Igor Jesus,16,4,60,0,0,3296,16250,0.7,a,,,
527,Taiwo,Awoniyi,Awoniyi,16,4,55,0,0,4085,14185,0.7,a,,,
669,Dan,Ndoye,Ndoye,16,3,60,0,0,37639,11201,0.8,a,,,
675,Angus,Gunn,Gunn,16,1,40,0,0,7605,7531,1.9,a,,,
693,Omari,Hutchinson,Hutchinson,16,3,55,0,0,585,149,0.0,a,,,
696,Arnaud,Kalimuendo,Kalimuendo,16,4,60,0,0,650,128,0.0,a,,,
252,Marc,Guiu Paz,Marc Guiu,17,4,45,0,0,100811,118436,19.5,a,,100.0,100.0
528,Anthony,Patterson,Patterson,17,1,45,0,0,2232,5526,0.3,a,,,
529,Simon,Moore,Moore,17,1,40,0,0,1869,2748,0.5,a,,,
530,Blondy,Nna Noukeu,Nna Noukeu,17,1,40,0,0,321,833,0.2,a,,,
531,Daniel,Ballard,Ballard,17,2,46,1,1,435205,27190,5.8,a,,,
532,Trai,Hume,Hume,17,2,45,0,0,9160,2385,0.3,a,,,
533,Aji,Alese,Alese,17,2,40,0,0,55,93,0.0,i,Shoulder injury - Expected back 13 Sep,0.0,0.0
534,Joe,Anderson,Anderson,17,2,40,0,0,2189,4980,0.5,a,,,
535,Dennis,Cirkin,Cirkin,17,2,40,0,0,65,422,0.0,i,Wrist Injury - Expected back 13 Sep,0.0,0.0
536,Leo Fuhr,Hjelde,Hjelde,17,2,40,0,0,55,94,0.0,i,Achilles injury - Expected back 13 Sep,0.0,0.0
537,Niall,Huggins,Huggins,17,2,40,0,0,616,1993,0.2,a,,,
538,Zak,Johnson,Johnson,17,2,40,0,0,722,2183,0.2,a,,,
539,Luke,O'Nien,O'Nien,17,2,40,0,0,152,313,0.0,i,Shoulder injury - Expected back 13 Sep,0.0,0.0
540,Timothée,Pembélé,Pembele,17,2,40,0,0,676,1909,0.2,a,,,
541,Reinildo,Mandava,Reinildo,17,2,40,0,0,154964,37213,8.3,a,,,
542,Jenson,Seelt,Seelt,17,2,40,0,0,1383,3589,0.3,a,,100.0,
543,Simon,Adingra,Adingra,17,3,55,0,0,43149,17425,1.9,a,,,
544,Habib,Diarra,Diarra,17,3,55,0,0,2270,1490,0.1,a,,,
545,Patrick,Roberts,Roberts,17,3,54,-1,-1,128,925,0.0,a,,,
546,Milan,Aleksić,Aleksić,17,3,50,0,0,139,623,0.0,a,,,
547,Enzo,Le Fée,E.Le Fée,17,3,50,0,0,562,6009,0.3,a,,,
548,Romaine,Mundle,Mundle,17,3,50,0,0,26,281,0.0,i,Hamstring injury - Expected back 18 Oct,0.0,0.0
549,Dan,Neil,Neil,17,3,50,0,0,77,569,0.0,a,,,
550,Ian,Poveda-Ocampo,Poveda,17,3,50,0,0,35,412,0.0,a,,,
551,Chris,Rigg,Rigg,17,3,50,0,0,145,895,0.1,a,,,
552,Noah,Sadiki,Sadiki,17,3,50,0,0,801,502,0.1,a,,,
553,Chemsdine,Talbi,Talbi,17,3,50,0,0,20796,5410,0.4,a,,,
554,Abdoullah,Ba,Ba,17,3,45,0,0,1466,3359,0.3,a,,,
555,Alan,Browne,Browne,17,3,45,0,0,745,1316,0.1,a,,,
556,Pierre,Ekwah Elimby,Ekwah,17,3,45,0,0,0,633,0.0,u,Has joined AS Saint-Etienne permanently.,0.0,0.0
557,Harrison,Jones,H.Jones,17,3,45,0,0,446,868,0.1,a,,,
558,Jay,Matete,Matete,17,3,45,0,0,1904,3501,0.3,a,,,
559,Nectarios,Triantis,Triantis,17,3,45,0,0,300,864,0.1,a,,,
560,Wilson,Isidor,Isidor,17,4,55,0,0,11762,4045,0.4,a,,,
561,Eliezer,Mayenda Dossou,Mayenda,17,4,55,0,0,141051,23051,1.9,a,,,
562,Ahmed,Abdullahi,Abdullahi,17,4,45,0,0,3076,6616,0.6,a,,,
