id,web_name,team_name,position,price_m,transfers_in,transfers_out,transfers_in_event,transfers_out_event,selected_by_percent,status,minutes,total_points,event_points,form,ict_index,first_name,second_name,team,now_cost,chance_of_playing_next_round,cost_change_event,cost_change_start,cost_change_event_fall,cost_change_start_fall,in_dreamteam,element_type
125,Janelt,Brentford,MID,5.0,27,528,27,528,0.0,i,0,0,0,0.0,0.0,Vitaly,Janelt,5,50,0.0,0,0,0,0,False,3
126,Jensen,Brentford,MID,5.0,454,967,454,967,0.1,a,68,2,2,2.0,4.2,Mathias,Jensen,5,50,,0,0,0,0,False,3
127,Nunes,Brentford,MID,5.0,24,303,24,303,0.0,i,0,0,0,0.0,0.0,Gustavo,Nunes Fernandes Gomes,5,50,0.0,0,0,0,0,False,3
128,Onyeka,Brentford,MID,5.0,1229,607,1229,607,0.1,a,21,4,4,4.0,0.1,Frank,Onyeka,5,50,,0,0,0,0,False,3
129,Yarmoliuk,Brentford,MID,5.0,178,469,178,469,0.0,a,90,2,2,2.0,2.1,Yehor,Yarmoliuk,5,50,,0,0,0,0,False,3
130,Donovan,Brentford,MID,4.5,930,1332,930,1332,0.1,a,0,0,0,0.0,0.0,Romelle,Donovan,5,45,,0,0,0,0,False,3
131,Konak,Brentford,MID,4.5,453,1784,453,1784,0.2,a,0,0,0,0.0,0.0,Yunus Emre,Konak,5,45,,0,0,0,0,False,3
132,Maghoma,Brentford,MID,4.5,60,691,60,691,0.0,i,0,0,0,0.0,0.0,Paris,Maghoma,5,45,0.0,0,0,0,0,False,3
133,Peart-Harris,Brentford,MID,4.5,311,489,311,489,0.0,a,0,0,0,0.0,0.0,Myles,Peart-Harris,5,45,,0,0,0,0,False,3
134,Trevitt,Brentford,MID,4.5,0,279,0,279,0.0,u,0,0,0,0.0,0.0,Ryan,Trevitt,5,45,0.0,0,0,0,0,False,3
135,Wissa,Brentford,FWD,7.5,4205,86625,4205,86625,1.8,n,0,0,0,0.0,0.0,Yoane,Wissa,5,75,0.0,0,0,0,0,False,4
136,Thiago,Brentford,FWD,6.0,21834,10449,21834,10449,1.0,a,90,6,6,6.0,6.9,Igor Thiago,Nascimento Rodrigues,5,60,,0,0,0,0,False,4
137,Morgan,Brentford,FWD,4.5,3647,5386,3647,5386,0.5,a,0,0,0,0.0,0.0,Iwan,Morgan,5,45,,0,0,0,0,False,4
138,Steele,Brighton,GK,4.5,1186,5146,1186,5146,0.5,a,0,0,0,0.0,0.0,Jason,Steele,6,45,,0,0,0,0,False,1
139,Verbruggen,Brighton,GK,4.5,28812,43143,28812,43143,7.4,a,90,2,2,2.0,1.4,Bart,Verbruggen,6,45,,0,0,0,0,False,1
140,McGill,Brighton,GK,4.0,1849,1977,1849,1977,0.4,a,0,0,0,0.0,0.0,Tom,McGill,6,40,,0,0,0,0,False,1
141,Rushworth,Brighton,GK,4.0,0,64,0,64,0.0,u,0,0,0,0.0,0.0,Carl,Rushworth,6,40,0.0,0,0,0,0,False,1
142,Scherpen,Brighton,GK,4.0,0,58,0,58,0.0,u,0,0,0,0.0,0.0,Kjell,Scherpen,6,40,0.0,0,0,0,0,False,1
143,Boscagli,Brighton,DEF,4.5,637,1832,637,1832,0.1,a,0,0,0,0.0,0.0,Olivier,Boscagli,6,45,,0,0,0,0,False,2
144,Coppola,Brighton,DEF,4.5,203,995,203,995,0.1,a,0,0,0,0.0,0.0,Diego,Coppola,6,45,,0,0,0,0,False,2
145,De Cuyper,Brighton,DEF,4.5,25920,35340,25920,35340,6.1,a,90,2,2,2.0,4.6,Maxim,De Cuyper,6,45,,0,0,0,0,False,2
146,Dunk,Brighton,DEF,4.5,11278,7922,11278,7922,1.3,a,90,2,2,2.0,2.5,Lewis,Dunk,6,45,,0,0,0,0,False,2
147,Estupiñan,Brighton,DEF,4.5,0,932,0,932,0.0,u,0,0,0,0.0,0.0,Pervis,Estupiñán Tenorio,6,45,0.0,0,0,0,0,False,2
148,F.Kadıoğlu,Brighton,DEF,4.5,862,3039,862,3039,0.2,a,21,0,0,0.0,0.1,Ferdi,Kadıoğlu,6,45,,0,0,0,0,False,2
149,Igor,Brighton,DEF,4.5,299,497,299,497,0.1,a,0,0,0,0.0,0.0,Igor Julio,dos Santos de Paulo,6,45,100.0,0,0,0,0,False,2
150,Lamptey,Brighton,DEF,4.5,1372,5227,1372,5227,0.4,a,0,0,0,0.0,0.0,Tariq,Lamptey,6,45,,0,0,0,0,False,2
151,Van Hecke,Brighton,DEF,4.5,5410,7686,5410,7686,1.2,a,90,2,2,2.0,2.9,Jan Paul,van Hecke,6,45,,0,0,0,0,False,2
152,Veltman,Brighton,DEF,4.5,431,3437,431,3437,0.2,a,0,0,0,0.0,0.0,Joël,Veltman,6,45,,0,0,0,0,False,2
153,Webster,Brighton,DEF,4.5,72,383,72,383,0.0,i,0,0,0,0.0,0.0,Adam,Webster,6,45,0.0,0,0,0,0,False,2
154,Cashin,Brighton,DEF,4.0,0,250,0,250,0.0,u,0,0,0,0.0,0.0,Eiran,Cashin,6,40,0.0,0,0,0,0,False,2
155,Slater,Brighton,DEF,4.0,766,1658,766,1658,0.2,a,0,0,0,0.0,0.0,Jacob,Slater,6,40,,0,0,0,0,False,2
156,Tasker,Brighton,DEF,4.0,537,1367,537,1367,0.2,a,0,0,0,0.0,0.0,Charlie,Tasker,6,40,,0,0,0,0,False,2
157,Mitoma,Brighton,MID,6.5,17736,92328,17736,92328,6.4,a,82,2,2,2.0,0.6,Mitoma,Kaoru,6,65,,0,0,0,0,False,3
158,Georginio,Brighton,MID,6.0,16393,18754,16393,18754,1.4,a,68,6,6,6.0,1.8,Georginio,Rutter,6,60,,0,0,0,0,False,3
159,March,Brighton,MID,6.0,43,924,43,924,0.0,i,0,0,0,0.0,0.0,Solly,March,6,60,0.0,0,0,0,0,False,3
160,Minteh,Brighton,MID,6.0,4041,19215,4041,19215,1.1,a,68,3,3,3.0,1.5,Yankuba,Minteh,6,60,,0,0,0,0,False,3
161,Enciso,Brighton,MID,5.5,44,1290,44,1290,0.0,i,0,0,0,0.0,0.0,Julio,Enciso Espínola,6,55,0.0,0,0,0,0,False,3
162,Gruda,Brighton,MID,5.5,206,775,206,775,0.0,a,7,1,1,1.0,0.5,Brajan,Gruda,6,55,,0,0,0,0,False,3
163,Hinshelwood,Brighton,MID,5.5,143,2297,143,2297,0.1,a,0,0,0,0.0,0.0,Jack,Hinshelwood,6,55,,0,0,0,0,False,3
164,O'Riley,Brighton,MID,5.5,91765,17573,91765,17573,1.6,a,87,10,10,10.0,11.5,Matt,O'Riley,6,55,,0,0,0,0,True,3
165,Sima,Brighton,MID,5.5,112,420,112,420,0.0,a,0,0,0,0.0,0.0,Abdallah,Sima,6,55,,0,0,0,0,False,3
166,Ayari,Brighton,MID,5.0,1268,2275,1268,2275,0.2,a,90,3,3,3.0,1.2,Yasin,Ayari,6,50,,0,0,0,0,False,3
167,Baleba,Brighton,MID,5.0,26216,46211,26216,46211,4.6,a,68,3,3,3.0,1.7,Carlos,Baleba,6,50,,0,0,0,0,False,3
168,Buonanotte,Brighton,MID,5.0,201,3348,201,3348,0.2,a,0,0,0,0.0,0.0,Facundo,Buonanotte,6,50,,0,0,0,0,False,3
169,Gomez,Brighton,MID,5.0,221,828,221,828,0.1,a,21,0,0,0.0,2.6,Diego,Gómez Amarilla,6,50,,0,0,0,0,False,3
170,Milner,Brighton,MID,5.0,631,1450,631,1450,0.1,a,2,1,1,1.0,0.0,James,Milner,6,50,,0,0,0,0,False,3
171,Sarmiento,Brighton,MID,5.0,50,532,50,532,0.0,a,0,0,0,0.0,0.0,Jeremy,Sarmiento Morante,6,50,,0,0,0,0,False,3
172,Watson,Brighton,MID,5.0,119,328,119,328,0.0,a,0,0,0,0.0,0.0,Tom,Watson,6,50,100.0,0,0,0,0,False,3
173,Wieffer,Brighton,MID,5.0,1177,844,1177,844,0.1,a,90,4,4,4.0,4.9,Mats,Wieffer,6,50,,0,0,0,0,False,3
174,Yalcouye,Brighton,MID,5.0,0,571,0,571,0.0,u,0,0,0,0.0,0.0,Malick,Yalcouyé,6,50,0.0,0,0,0,0,False,3
175,Knight,Brighton,MID,4.5,646,1045,646,1045,0.1,a,0,0,0,0.0,0.0,Joe,Knight,6,45,,0,0,0,0,False,3
176,Mazilu,Brighton,MID,4.5,249,504,249,504,0.0,a,0,0,0,0.0,0.0,Adrian,Mazilu,6,45,,0,0,0,0,False,3
177,Moran,Brighton,MID,4.5,452,721,452,721,0.1,a,0,0,0,0.0,0.0,Andrew,Moran,6,45,,0,0,0,0,False,3
178,Welbeck,Brighton,FWD,6.5,12915,83601,12915,83601,3.8,a,21,1,1,1.0,0.5,Danny,Welbeck,6,65,,0,0,0,0,False,4
179,Ferguson,Brighton,FWD,5.5,0,744,0,744,0.0,u,0,0,0,0.0,0.0,Evan,Ferguson,6,55,0.0,0,0,0,0,False,4
180,Tzimas,Brighton,FWD,5.5,1191,2780,1191,2780,0.1,a,0,0,0,0.0,0.0,Stefanos,Tzimas,6,55,,0,0,0,0,False,4
181,Kostoulas,Brighton,FWD,5.0,3165,6934,3165,6934,0.4,a,0,0,0,0.0,0.0,Charalampos,Kostoulas,6,50,,0,0,0,0,False,4
220,Sánchez,Chelsea,GK,5.0,125452,72516,125452,72516,25.4,a,90,8,8,8.0,2.4,Robert,Lynch Sánchez,7,50,,0,0,0,0,False,1
221,Jörgensen,Chelsea,GK,4.5,693,2439,693,2439,0.2,a,0,0,0,0.0,0.0,Filip,Jörgensen,7,45,,0,0,0,0,False,1
222,Penders,Chelsea,GK,4.0,0,107,0,107,0.0,u,0,0,0,0.0,0.0,Mike,Penders,7,40,0.0,0,0,0,0,False,1
223,Slonina,Chelsea,GK,4.0,592,807,592,807,0.1,a,0,0,0,0.0,0.0,Gabriel,Słonina,7,40,,0,0,0,0,False,1
224,Cucurella,Chelsea,DEF,6.0,247221,71274,247221,71274,21.4,a,90,8,8,8.0,4.0,Marc,Cucurella Saseta,7,60,,0,0,0,0,False,2
225,James,Chelsea,DEF,5.5,56826,31278,56826,31278,5.9,a,78,5,5,5.0,6.4,Reece,James,7,55,,0,0,0,0,False,2
226,Chalobah,Chelsea,DEF,5.0,29813,12137,29813,12137,1.3,a,90,6,6,6.0,3.0,Trevoh,Chalobah,7,50,,0,0,0,0,False,2
227,Colwill,Chelsea,DEF,5.0,148,14271,148,14271,0.3,i,0,0,0,0.0,0.0,Levi,Samuels Colwill,7,50,0.0,0,0,0,0,False,2
228,Gusto,Chelsea,DEF,5.0,9315,25731,9315,25731,1.6,a,11,1,1,1.0,0.2,Malo,Gusto,7,50,,0,0,0,0,False,2
229,B.Badiashile,Chelsea,DEF,4.5,44,631,44,631,0.0,i,0,0,0,0.0,0.0,Benoît,Badiashile Mukinayi,7,45,0.0,0,0,0,0,False,2
230,Fofana,Chelsea,DEF,4.5,1038,4213,1038,4213,0.2,a,0,0,0,0.0,0.0,Wesley,Fofana,7,45,100.0,0,0,0,0,False,2
231,M.Sarr,Chelsea,DEF,4.5,0,868,0,868,0.0,u,0,0,0,0.0,0.0,Mamadou,Sarr,7,45,0.0,0,0,0,0,False,2
232,Tosin,Chelsea,DEF,4.5,6205,21837,6205,21837,1.1,a,0,0,0,0.0,0.0,Tosin,Adarabioyo,7,45,100.0,0,0,0,0,False,2
233,Acheampong,Chelsea,DEF,4.0,160364,20714,160364,20714,2.2,a,90,9,9,9.0,2.9,Josh,Acheampong,7,40,,0,0,0,0,False,2
234,Anselmino,Chelsea,DEF,4.0,473,1371,473,1371,0.1,a,0,0,0,0.0,0.0,Aarón,Anselmino,7,40,,0,0,0,0,False,2
235,Palmer,Chelsea,MID,10.5,89775,297076,89775,297076,59.3,a,90,3,3,3.0,4.5,Cole,Palmer,7,105,,0,0,0,0,False,3
236,Neto,Chelsea,MID,7.0,18931,43076,18931,43076,3.6,a,90,3,3,3.0,6.2,Pedro,Lomba Neto,7,70,,0,0,0,0,False,3
237,Enzo,Chelsea,MID,6.5,14275,47036,14275,47036,3.4,a,78,3,3,3.0,2.2,Enzo,Fernández,7,65,,0,0,0,0,False,3
238,Estêvão,Chelsea,MID,6.5,12636,34451,12636,34451,1.5,a,36,0,0,0.0,1.4,Estêvão,Almeida de Oliveira Gonçalves,7,65,,0,0,0,0,False,3
239,Gittens,Chelsea,MID,6.5,2123,6060,2123,6060,0.3,a,53,1,1,1.0,3.8,Jamie,Bynoe-Gittens,7,65,,0,0,0,0,False,3
240,Nkunku,Chelsea,MID,6.0,1568,5217,1568,5217,0.2,a,0,0,0,0.0,0.0,Christopher,Nkunku,7,60,,0,0,0,0,False,3
241,Caicedo,Chelsea,MID,5.5,40303,55167,40303,55167,5.5,a,90,5,5,5.0,3.7,Moisés,Caicedo Corozo,7,55,,0,0,0,0,False,3
243,George,Chelsea,MID,5.0,381,846,381,846,0.1,a,0,0,0,0.0,0.0,Tyrique,George,7,50,,0,0,0,0,False,3
244,Lavia,Chelsea,MID,5.0,31,876,31,876,0.0,i,0,0,0,0.0,0.0,Roméo,Lavia,7,50,0.0,0,0,0,0,False,3
245,Mudryk,Chelsea,MID,5.0,99,187,99,187,0.0,s,0,0,0,0.0,0.0,Mykhailo,Mudryk,7,50,0.0,0,0,0,0,False,3
246,Andrey Santos,Chelsea,MID,4.5,5981,4816,5981,4816,0.3,a,11,1,1,1.0,2.2,Andrey,Nascimento dos Santos,7,45,,0,0,0,0,False,3
247,D.Essugo,Chelsea,MID,4.5,463,745,463,745,0.1,a,0,0,0,0.0,0.0,Dário,Luís Essugo,7,45,,0,0,0,0,False,3
248,Paez,Chelsea,MID,4.5,0,388,0,388,0.0,u,0,0,0,0.0,0.0,Kendry,Páez Andrade,7,45,0.0,0,0,0,0,False,3
249,João Pedro,Chelsea,FWD,7.5,133796,360708,133796,360708,52.1,a,72,2,2,2.0,1.9,João Pedro,Junqueira de Jesus,7,75,,0,0,0,0,False,4
250,Delap,Chelsea,FWD,6.5,14913,61594,14913,61594,3.7,a,17,1,1,1.0,2.6,Liam,Delap,7,65,,0,0,0,0,False,4
251,N.Jackson,Chelsea,FWD,6.5,2556,1379,2556,1379,0.2,a,0,0,0,0.0,0.0,Nicolas,Jackson,7,65,100.0,0,0,0,0,False,4
672,Hato,Chelsea,DEF,5.0,1884,5831,1884,5831,0.3,a,0,0,0,0.0,0.0,Jorrel,Hato,7,50,,0,0,0,0,False,2
253,Henderson,Crystal Palace,GK,5.0,34077,26600,34077,26600,7.3,a,90,6,6,6.0,3.2,Dean,Henderson,8,50,,0,0,0,0,False,1
254,Benitez,Crystal Palace,GK,4.0,1751,2014,1751,2014,0.4,a,0,0,0,0.0,0.0,Walter,Benítez,8,40,,0,0,0,0,False,1
255,Matthews,Crystal Palace,GK,4.0,358,545,358,545,0.1,a,0,0,0,0.0,0.0,Remi,Matthews,8,40,,0,0,0,0,False,1
256,Muñoz,Crystal Palace,DEF,5.5,61160,42472,61160,42472,8.6,a,90,5,5,5.0,1.6,Daniel,Muñoz Mejía,8,55,,0,0,0,0,False,2
257,Lacroix,Crystal Palace,DEF,5.0,26649,10406,26649,10406,1.3,a,90,8,8,8.0,3.1,Maxence,Lacroix,8,50,,0,0,0,0,False,2
258,Mitchell,Crystal Palace,DEF,5.0,38794,10554,38794,10554,1.7,a,90,9,9,9.0,2.6,Tyrick,Mitchell,8,50,,0,0,0,0,False,2
259,Sosa,Crystal Palace,DEF,5.0,751,1707,751,1707,0.1,a,0,0,0,0.0,0.0,Borna,Sosa,8,50,,0,0,0,0,False,2
260,Guéhi,Crystal Palace,DEF,4.5,118018,46715,118018,46715,13.2,a,90,6,6,6.0,2.6,Marc,Guéhi,8,45,,0,0,0,0,False,2
261,Richards,Crystal Palace,DEF,4.5,21626,9641,21626,9641,1.5,a,90,6,6,6.0,2.6,Chris,Richards,8,45,,0,0,0,0,False,2
262,Chadi Riad,Crystal Palace,DEF,4.0,64,114,64,114,0.0,i,0,0,0,0.0,0.0,Chadi,Riad Dnanou,8,40,0.0,0,0,0,0,False,2
263,Clyne,Crystal Palace,DEF,4.0,1972,4976,1972,4976,0.7,a,0,0,0,0.0,0.0,Nathaniel,Clyne,8,40,,0,0,0,0,False,2
264,Holding,Crystal Palace,DEF,4.0,0,1292,0,1292,0.0,u,0,0,0,0.0,0.0,Rob,Holding,8,40,0.0,0,0,0,0,False,2
265,Kporha,Crystal Palace,DEF,4.0,59,536,59,536,0.0,i,0,0,0,0.0,0.0,Caleb,Kporha,8,40,0.0,0,0,0,0,False,2
266,Eze,Crystal Palace,MID,7.5,86856,118789,86856,118789,10.6,a,83,3,3,3.0,3.6,Eberechi,Eze,8,75,,0,0,0,0,False,3
267,Sarr,Crystal Palace,MID,6.5,22135,53161,22135,53161,4.7,a,90,3,3,3.0,2.6,Ismaïla,Sarr,8,65,,0,0,0,0,False,3
268,Doucouré,Crystal Palace,MID,5.0,25,92,25,92,0.0,i,0,0,0,0.0,0.0,Cheick,Doucouré,8,50,0.0,0,0,0,0,False,3
269,Esse,Crystal Palace,MID,5.0,1612,3774,1612,3774,0.2,a,0,0,0,0.0,0.0,Romain,Esse,8,50,,0,0,0,0,False,3
270,Hughes,Crystal Palace,MID,5.0,715,1185,715,1185,0.1,a,69,2,2,2.0,1.5,Will,Hughes,8,50,,0,0,0,0,False,3
271,Kamada,Crystal Palace,MID,5.0,35,532,35,532,0.0,i,0,0,0,0.0,0.0,Daichi,Kamada,8,50,0.0,0,0,0,0,False,3
272,Lerma,Crystal Palace,MID,5.0,180,742,180,742,0.1,a,20,1,1,1.0,0.4,Jefferson,Lerma Solís,8,50,,0,0,0,0,False,3
273,Wharton,Crystal Palace,MID,5.0,6263,5764,6263,5764,0.6,a,90,3,3,3.0,3.7,Adam,Wharton,8,50,,0,0,0,0,False,3
274,Agbinone,Crystal Palace,MID,4.5,388,679,388,679,0.1,a,0,0,0,0.0,0.0,Asher,Agbinone,8,45,,0,0,0,0,False,3
275,Ahamada,Crystal Palace,MID,4.5,305,500,305,500,0.0,a,0,0,0,0.0,0.0,Naouirou,Ahamada,8,45,,0,0,0,0,False,3
276,Devenny,Crystal Palace,MID,4.5,5614,15183,5614,15183,1.7,a,6,1,1,1.0,0.5,Justin,Devenny,8,45,,0,0,0,0,False,3
277,Ebiowei,Crystal Palace,MID,4.5,0,267,0,267,0.0,u,0,0,0,0.0,0.0,Malcolm,Ebiowei,8,45,0.0,0,0,0,0,False,3
278,J.Rak-Sakyi,Crystal Palace,MID,4.5,443,829,443,829,0.1,a,0,0,0,0.0,0.0,Jesurun,Rak-Sakyi,8,45,,0,0,0,0,False,3
279,M.França,Crystal Palace,MID,4.5,45,424,45,424,0.0,i,0,0,0,0.0,0.0,Matheus,França de Oliveira,8,45,0.0,0,0,0,0,False,3
280,Ozoh,Crystal Palace,MID,4.5,0,66,0,66,0.0,u,0,0,0,0.0,0.0,David,Ozoh,8,45,0.0,0,0,0,0,False,3
281,Rodney,Crystal Palace,MID,4.5,319,518,319,518,0.0,a,0,0,0,0.0,0.0,Kaden,Rodney,8,45,,0,0,0,0,False,3
282,Umeh,Crystal Palace,MID,4.5,179,349,179,349,0.0,a,0,0,0,0.0,0.0,Franco,Umeh-Chibueze,8,45,,0,0,0,0,False,3
283,Mateta,Crystal Palace,FWD,7.5,63595,90994,63595,90994,8.9,a,90,1,1,1.0,4.3,Jean-Philippe,Mateta,8,75,,0,0,0,0,False,4
284,Nketiah,Crystal Palace,FWD,5.5,333,12860,333,12860,0.3,i,0,0,0,0.0,0.0,Eddie,Nketiah,8,55,0.0,0,0,0,0,False,4
285,Édouard,Crystal Palace,FWD,5.0,5090,11954,5090,11954,0.9,a,0,0,0,0.0,0.0,Odsonne,Édouard,8,50,,0,0,0,0,False,4
286,Marsh,Crystal Palace,FWD,4.5,1911,3155,1911,3155,0.3,a,0,0,0,0.0,0.0,Zach,Marsh,8,45,,0,0,0,0,False,4
690,Cardines,Crystal Palace,MID,4.5,8343,2144,8343,2144,0.2,a,0,0,0,0.0,0.0,Rio,Cardines,8,45,,0,0,0,0,False,3
242,Dewsbury-Hall,Everton,MID,5.0,17342,37418,17342,37418,4.4,a,90,2,2,2.0,4.2,Kiernan,Dewsbury-Hall,9,50,,0,0,0,0,False,3
287,Pickford,Everton,GK,5.5,19430,70221,19430,70221,10.7,a,90,2,2,2.0,2.1,Jordan,Pickford,9,55,,0,0,0,0,False,1
288,Travers,Everton,GK,4.5,370,1168,370,1168,0.2,a,0,0,0,0.0,0.0,Mark,Travers,9,45,,0,0,0,0,False,1
289,Tyrer,Everton,GK,4.0,449,706,449,706,0.1,a,0,0,0,0.0,0.0,Harry,Tyrer,9,40,,0,0,0,0,False,1
290,Branthwaite,Everton,DEF,5.5,188,28737,188,28737,0.5,i,0,0,0,0.0,0.0,Jarrad,Branthwaite,9,55,0.0,0,0,0,0,False,2
291,Tarkowski,Everton,DEF,5.5,25049,39113,25049,39113,6.8,a,90,4,4,4.0,4.0,James,Tarkowski,9,55,,0,0,0,0,False,2
292,Mykolenko,Everton,DEF,5.0,678,13548,678,13548,0.8,d,0,0,0,0.0,0.0,Vitalii,Mykolenko,9,50,75.0,0,0,0,0,False,2
293,O'Brien,Everton,DEF,5.0,2995,4836,2995,4836,0.6,a,90,2,2,2.0,1.2,Jake,O'Brien,9,50,,0,0,0,0,False,2
294,Coleman,Everton,DEF,4.5,798,1801,798,1801,0.2,a,0,0,0,0.0,0.0,Séamus,Coleman,9,45,,0,0,0,0,False,2
295,Keane,Everton,DEF,4.5,2639,2997,2639,2997,0.4,a,90,2,2,2.0,2.4,Michael,Keane,9,45,,0,0,0,0,False,2
296,Patterson,Everton,DEF,4.5,53,539,53,539,0.0,d,0,0,0,0.0,0.0,Nathan,Patterson,9,45,75.0,0,0,0,0,False,2
297,Dixon,Everton,DEF,4.0,951,1911,951,1911,0.2,a,0,0,0,0.0,0.0,Roman,Dixon,9,40,,0,0,0,0,False,2
298,Welch,Everton,DEF,4.0,416,1296,416,1296,0.2,a,0,0,0,0.0,0.0,Reece,Welch,9,40,,0,0,0,0,False,2
299,Ndiaye,Everton,MID,6.5,21804,153511,21804,153511,10.1,a,90,2,2,2.0,2.7,Iliman,Ndiaye,9,65,,0,0,0,0,False,3
300,McNeil,Everton,MID,6.0,929,8895,929,8895,0.3,a,0,0,0,0.0,0.0,Dwight,McNeil,9,60,,0,0,0,0,False,3
301,Alcaraz,Everton,MID,5.5,708,2244,708,2244,0.2,a,85,1,1,1.0,3.1,Carlos,Alcaraz Durán,9,55,,0,0,0,0,False,3
302,Gana,Everton,MID,5.5,386,1473,386,1473,0.1,a,90,2,2,2.0,3.0,Idrissa Gana,Gueye,9,55,,0,0,0,0,False,3
303,Garner,Everton,MID,5.0,381,1111,381,1111,0.1,a,90,2,2,2.0,2.2,James,Garner,9,50,,0,0,0,0,False,3
304,Iroegbunam,Everton,MID,5.0,95,349,95,349,0.0,a,70,2,2,2.0,1.3,Tim,Iroegbunam,9,50,,0,0,0,0,False,3
305,Armstrong,Everton,MID,4.5,487,2142,487,2142,0.1,a,0,0,0,0.0,0.0,Harrison,Armstrong,9,45,100.0,0,0,0,0,False,3
306,Bates,Everton,MID,4.5,723,1054,723,1054,0.1,a,0,0,0,0.0,0.0,Callum,Bates,9,45,,0,0,0,0,False,3
307,Ebere,Everton,MID,4.5,286,463,286,463,0.0,a,0,0,0,0.0,0.0,Coby,Ebere,9,45,,0,0,0,0,False,3
308,Heath,Everton,MID,4.5,248,462,248,462,0.0,a,0,0,0,0.0,0.0,Isaac,Heath,9,45,,0,0,0,0,False,3
309,Metcalfe,Everton,MID,4.5,0,45,0,45,0.0,u,0,0,0,0.0,0.0,Jenson,Metcalfe,9,45,0.0,0,0,0,0,False,3
310,Barry,Everton,FWD,6.0,3995,12179,3995,12179,0.7,a,4,1,1,1.0,0.3,Thierno,Barry,9,60,,0,0,0,0,False,4
311,Beto,Everton,FWD,5.5,34952,91084,34952,91084,7.9,a,90,2,2,2.0,2.0,Norberto Bercique,Gomes Betuncal,9,55,,0,0,0,0,False,4
312,Y.Chermiti,Everton,FWD,5.0,1072,2346,1072,2346,0.2,a,0,0,0,0.0,0.0,Youssef,Ramalho Chermiti,9,50,,0,0,0,0,False,4
313,Sherif,Everton,FWD,4.5,1638,2698,1638,2698,0.2,a,0,0,0,0.0,0.0,Martin,Sherif,9,45,,0,0,0,0,False,4
419,Grealish,Everton,MID,6.5,13719,45076,13719,45076,3.3,a,19,1,1,1.0,1.2,Jack,Grealish,9,65,,0,0,0,0,False,3
630,King,Everton,GK,4.0,2754,6381,2754,6381,1.5,a,0,0,0,0.0,0.0,Tom,King,9,40,,0,0,0,0,False,1
667,Aznou,Everton,DEF,4.5,423,1586,423,1586,0.1,a,0,0,0,0.0,0.0,Adam,Aznou,9,45,,0,0,0,0,False,2
314,Leno,Fulham,GK,5.0,3522,11942,3522,11942,1.6,a,90,3,3,3.0,2.4,Bernd,Leno,10,50,,0,0,0,0,False,1
315,Benda,Fulham,GK,4.0,0,90,0,90,0.0,u,0,0,0,0.0,0.0,Steven,Benda,10,40,0.0,0,0,0,0,False,1
316,Robinson,Fulham,DEF,5.0,393,28612,393,28612,0.7,i,0,0,0,0.0,0.0,Antonee,Robinson,10,50,0.0,0,0,0,0,False,2
317,Andersen,Fulham,DEF,4.5,7702,11828,7702,11828,2.9,a,90,2,2,2.0,2.1,Joachim,Andersen,10,45,,0,0,0,0,False,2
318,Bassey,Fulham,DEF,4.5,2566,4539,2566,4539,0.5,a,90,1,1,1.0,1.4,Calvin,Bassey,10,45,,0,0,0,0,False,2
319,Castagne,Fulham,DEF,4.5,288,1305,288,1305,0.1,a,6,1,1,1.0,0.3,Timothy,Castagne,10,45,,0,0,0,0,False,2
320,Diop,Fulham,DEF,4.5,256,947,256,947,0.1,a,0,0,0,0.0,0.0,Issa,Diop,10,45,,0,0,0,0,False,2
321,J.Cuenca,Fulham,DEF,4.5,156,382,156,382,0.0,a,83,2,2,2.0,1.5,Jorge,Cuenca Barreno,10,45,,0,0,0,0,False,2
322,Tete,Fulham,DEF,4.5,1085,1471,1085,1471,0.2,a,90,2,2,2.0,1.5,Kenny,Tete,10,45,,0,0,0,0,False,2
323,Amissah,Fulham,DEF,4.0,490,1588,490,1588,0.2,a,0,0,0,0.0,0.0,Samuel,Amissah,10,40,,0,0,0,0,False,2
324,Iwobi,Fulham,MID,6.5,2658,22583,2658,22583,1.4,a,65,2,2,2.0,5.1,Alex,Iwobi,10,65,,0,0,0,0,False,3
325,Smith Rowe,Fulham,MID,6.0,2246,19510,2246,19510,0.8,a,13,1,1,1.0,0.4,Emile,Smith Rowe,10,60,,0,0,0,0,False,3
326,Adama,Fulham,MID,5.5,780,4984,780,4984,0.3,a,24,1,1,1.0,0.0,Adama,Traoré Diarra,10,55,,0,0,0,0,False,3
327,Andreas,Fulham,MID,5.5,844,7372,844,7372,0.3,a,0,0,0,0.0,0.0,Andreas,Hoelgebaum Pereira,10,55,,0,0,0,0,False,3
328,Sessegnon,Fulham,MID,5.5,43,754,43,754,0.0,d,0,0,0,0.0,0.0,Ryan,Sessegnon,10,55,75.0,0,0,0,0,False,3
329,Wilson,Fulham,MID,5.5,5390,13279,5390,13279,0.9,a,90,5,5,5.0,2.1,Harry,Wilson,10,55,,0,0,0,0,False,3
330,Berge,Fulham,MID,5.0,200,663,200,663,0.1,a,65,2,2,2.0,0.2,Sander,Berge,10,50,,0,0,0,0,False,3
331,Cairney,Fulham,MID,5.0,69,512,69,512,0.0,a,24,0,0,0.0,0.0,Tom,Cairney,10,50,,0,0,0,0,False,3
332,Lukić,Fulham,MID,5.0,178,628,178,628,0.1,a,90,2,2,2.0,1.7,Saša,Lukić,10,50,,0,0,0,0,False,3
