element,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price_m,selected_by_percent,status,chance_of_playing_next_round,apps,assists_per90,goals_scored_per90,last_updated_utc,points_per90,saves_per90,xa,xg,xgc,xgi
264,Holding,Rob Holding,Rob,Holding,DEF,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
265,Kporha,Caleb Kporha,Caleb,Kporha,DEF,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
266,Eze,Eberechi Eze,Eberechi,Eze,MID,,Crystal Palace,,83,3,0,0,1,0,0,0,0,0,0,0,0,10,7.2,2.6,26.0,3.6,0.24,0.0,0.24,1.22,7.5,10.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.25,0.0,0.0,0.24,1.22,0.24
267,Sarr,Ismaïla Sarr,Ismaïla,Sarr,MID,,Crystal Palace,,90,3,0,0,1,0,0,0,0,0,0,0,0,16,10.0,15.5,0.0,2.6,0.0,0.01,0.01,1.6,6.5,4.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.01,0.0,1.6,0.01
268,Doucouré,Cheick Doucouré,Cheick,Doucouré,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
269,Esse,Romain Esse,Romain,Esse,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
270,Hughes,Will Hughes,Will,Hughes,MID,,Crystal Palace,,69,2,0,0,1,0,0,0,0,1,0,0,0,7,14.4,0.1,0.0,1.5,0.0,0.0,0.0,1.22,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.61,0.0,0.0,0.0,1.22,0.0
271,Kamada,Daichi Kamada,Daichi,Kamada,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
272,Lerma,Jefferson Lerma Solís,Jefferson,Lerma Solís,MID,,Crystal Palace,,20,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,1.0,2.0,0.4,0.0,0.0,0.0,0.38,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.5,0.0,0.0,0.0,0.38,0.0
273,Wharton,Adam Wharton,Adam,Wharton,MID,,Crystal Palace,,90,3,0,0,1,0,0,0,0,0,0,0,0,14,14.6,22.3,0.0,3.7,0.0,0.05,0.05,1.6,5.0,0.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.05,0.0,1.6,0.05
274,Agbinone,Asher Agbinone,Asher,Agbinone,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
275,Ahamada,Naouirou Ahamada,Naouirou,Ahamada,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
276,Devenny,Justin Devenny,Justin,Devenny,MID,,Crystal Palace,,6,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,2.0,0.5,0.0,0.0,0.0,0.38,4.5,1.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,15.0,0.0,0.0,0.0,0.38,0.0
277,Ebiowei,Malcolm Ebiowei,Malcolm,Ebiowei,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,Jesurun,Rak-Sakyi,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
279,M.França,Matheus França de Oliveira,Matheus,França de Oliveira,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
280,Ozoh,David Ozoh,David,Ozoh,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
281,Rodney,Kaden Rodney,Kaden,Rodney,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
282,Umeh,Franco Umeh-Chibueze,Franco,Umeh-Chibueze,MID,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
283,Mateta,Jean-Philippe Mateta,Jean-Philippe,Mateta,FWD,,Crystal Palace,,90,1,0,0,1,0,0,0,0,1,0,0,0,7,16.0,0.8,26.0,4.3,0.29,0.0,0.29,1.6,7.5,8.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.0,0.29,1.6,0.29
284,Nketiah,Eddie Nketiah,Eddie,Nketiah,FWD,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.3,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
285,Édouard,Odsonne Édouard,Odsonne,Édouard,FWD,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.9,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
286,Marsh,Zach Marsh,Zach,Marsh,FWD,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
287,Pickford,Jordan Pickford,Jordan,Pickford,GK,,Everton,,90,2,0,0,0,1,0,0,0,0,0,2,0,12,21.2,0.0,0.0,2.1,0.0,0.0,0.0,2.07,5.5,10.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,2.0,0.0,0.0,2.07,0.0
288,Travers,Mark Travers,Mark,Travers,GK,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
289,Tyrer,Harry Tyrer,Harry,Tyrer,GK,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
290,Branthwaite,Jarrad Branthwaite,Jarrad,Branthwaite,DEF,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.5,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
291,Tarkowski,James Tarkowski,James,Tarkowski,DEF,,Everton,,90,4,0,0,0,1,0,0,0,0,0,0,0,7,31.0,2.1,7.0,4.0,0.2,0.01,0.21,2.07,5.5,6.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.0,0.0,0.01,0.2,2.07,0.21
292,Mykolenko,Vitalii Mykolenko,Vitalii,Mykolenko,DEF,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8,d,75.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
293,O'Brien,Jake O'Brien,Jake,O'Brien,DEF,,Everton,,90,2,0,0,0,1,0,0,0,0,0,0,0,0,4.2,1.0,7.0,1.2,0.17,0.01,0.18,2.07,5.0,0.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.01,0.17,2.07,0.18
294,Coleman,Séamus Coleman,Séamus,Coleman,DEF,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
295,Keane,Michael Keane,Michael,Keane,DEF,,Everton,,90,2,0,0,0,1,0,0,0,0,0,0,0,10,19.8,0.4,4.0,2.4,0.0,0.0,0.0,2.07,4.5,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.0,0.0,2.07,0.0
296,Patterson,Nathan Patterson,Nathan,Patterson,DEF,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,d,75.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
297,Dixon,Roman Dixon,Roman,Dixon,DEF,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
298,Welch,Reece Welch,Reece,Welch,DEF,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
299,Ndiaye,Iliman Ndiaye,Iliman,Ndiaye,MID,,Everton,,90,2,0,0,0,1,0,0,0,0,0,0,0,11,12.6,12.1,2.0,2.7,0.0,0.02,0.02,2.07,6.5,10.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.02,0.0,2.07,0.02
300,McNeil,Dwight McNeil,Dwight,McNeil,MID,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
301,Alcaraz,Carlos Alcaraz Durán,Carlos,Alcaraz Durán,MID,,Everton,,85,1,0,0,0,1,0,0,0,1,0,0,0,8,7.6,2.4,21.0,3.1,0.03,0.01,0.04,1.87,5.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.06,0.0,0.01,0.03,1.87,0.04
302,Gana,Idrissa Gana Gueye,Idrissa Gana,Gueye,MID,,Everton,,90,2,0,0,0,1,0,0,0,0,0,0,0,12,7.2,19.6,3.0,3.0,0.06,0.12,0.18,2.07,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.12,0.06,2.07,0.18
303,Garner,James Garner,James,Garner,MID,,Everton,,90,2,0,0,0,1,0,0,0,0,0,0,0,16,16.4,3.2,2.0,2.2,0.03,0.01,0.04,2.07,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.01,0.03,2.07,0.04
304,Iroegbunam,Tim Iroegbunam,Tim,Iroegbunam,MID,,Everton,,70,2,0,0,1,0,0,0,0,1,0,0,0,5,12.0,1.1,0.0,1.3,0.0,0.0,0.0,0.93,5.0,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.57,0.0,0.0,0.0,0.93,0.0
305,Armstrong,Harrison Armstrong,Harrison,Armstrong,MID,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
306,Bates,Callum Bates,Callum,Bates,MID,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
307,Ebere,Coby Ebere,Coby,Ebere,MID,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
308,Heath,Isaac Heath,Isaac,Heath,MID,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
309,Metcalfe,Jenson Metcalfe,Jenson,Metcalfe,MID,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
310,Barry,Thierno Barry,Thierno,Barry,FWD,,Everton,,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.0,2.0,0.3,0.0,0.0,0.0,0.2,6.0,0.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,22.5,0.0,0.0,0.0,0.2,0.0
311,Beto,Norberto Bercique Gomes Betuncal,Norberto Bercique,Gomes Betuncal,FWD,,Everton,,90,2,0,0,0,1,0,0,0,0,0,0,0,7,10.2,2.8,7.0,2.0,0.06,0.01,0.07,2.07,5.5,7.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.01,0.06,2.07,0.07
312,Y.Chermiti,Youssef Ramalho Chermiti,Youssef,Ramalho Chermiti,FWD,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
313,Sherif,Martin Sherif,Martin,Sherif,FWD,,Everton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
314,Leno,Bernd Leno,Bernd,Leno,GK,,Fulham,,90,3,0,0,0,1,0,0,0,0,0,3,0,15,23.6,0.0,0.0,2.4,0.0,0.0,0.0,1.48,5.0,1.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,3.0,0.0,0.0,1.48,0.0
315,Benda,Steven Benda,Steven,Benda,GK,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
316,Robinson,Antonee Robinson,Antonee,Robinson,DEF,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
317,Andersen,Joachim Andersen,Joachim,Andersen,DEF,,Fulham,,90,2,0,0,0,1,0,0,0,0,0,0,0,14,16.4,1.0,4.0,2.1,0.0,0.01,0.01,1.48,4.5,2.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.01,0.0,1.48,0.01
318,Bassey,Calvin Bassey,Calvin,Bassey,DEF,,Fulham,,90,1,0,0,0,1,0,0,0,1,0,0,0,3,12.4,1.6,0.0,1.4,0.0,0.01,0.01,1.48,4.5,0.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.01,0.0,1.48,0.01
319,Castagne,Timothy Castagne,Timothy,Castagne,DEF,,Fulham,,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.7,2.0,0.3,0.0,0.0,0.0,0.4,4.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,15.0,0.0,0.0,0.0,0.4,0.0
320,Diop,Issa Diop,Issa,Diop,DEF,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
321,J.Cuenca,Jorge Cuenca Barreno,Jorge,Cuenca Barreno,DEF,,Fulham,,83,2,0,0,0,1,0,0,0,0,0,0,0,10,9.6,1.2,4.0,1.5,0.0,0.01,0.01,1.07,4.5,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.17,0.0,0.01,0.0,1.07,0.01
322,Tete,Kenny Tete,Kenny,Tete,DEF,,Fulham,,90,2,0,0,0,1,0,0,0,0,0,0,0,17,13.0,1.7,0.0,1.5,0.0,0.01,0.01,1.48,4.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.01,0.0,1.48,0.01
323,Amissah,Samuel Amissah,Samuel,Amissah,DEF,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
324,Iwobi,Alex Iwobi,Alex,Iwobi,MID,,Fulham,,65,2,0,0,0,1,0,0,0,0,0,0,0,10,9.6,40.5,1.0,5.1,0.01,0.28,0.29,1.05,6.5,1.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.77,0.0,0.28,0.01,1.05,0.29
325,Smith Rowe,Emile Smith Rowe,Emile,Smith Rowe,MID,,Fulham,,13,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2.0,2.0,0.4,0.09,0.0,0.09,0.4,6.0,0.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.92,0.0,0.0,0.09,0.4,0.09
326,Adama,Adama Traoré Diarra,Adama,Traoré Diarra,MID,,Fulham,,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.43,5.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.75,0.0,0.0,0.0,0.43,0.0
327,Andreas,Andreas Hoelgebaum Pereira,Andreas,Hoelgebaum Pereira,MID,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
328,Sessegnon,Ryan Sessegnon,Ryan,Sessegnon,MID,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,d,75.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
329,Wilson,Harry Wilson,Harry,Wilson,MID,,Fulham,,90,5,0,1,0,1,0,0,0,0,0,0,0,16,3.0,5.4,13.0,2.1,0.07,0.02,0.09,1.48,5.5,0.9,a,,1,1.0,0.0,2025-08-22T01:26:46Z,5.0,0.0,0.02,0.07,1.48,0.09
330,Berge,Sander Berge,Sander,Berge,MID,,Fulham,,65,2,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.7,0.0,0.2,0.0,0.01,0.01,1.05,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.77,0.0,0.01,0.0,1.05,0.01
331,Cairney,Tom Cairney,Tom,Cairney,MID,,Fulham,,24,0,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.43,5.0,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.0,0.0,0.43,0.0
332,Lukić,Saša Lukić,Saša,Lukić,MID,,Fulham,,90,2,0,0,0,1,0,0,0,0,0,0,0,9,1.8,13.3,2.0,1.7,0.0,0.01,0.01,1.48,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.01,0.0,1.48,0.01
333,Godo,Martial Godo,Martial,Godo,MID,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
334,Harris,Luke Harris,Luke,Harris,MID,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
335,King,Josh King,Josh,King,MID,,Fulham,,76,2,0,0,0,1,0,0,0,0,0,0,0,11,12.4,14.0,27.0,5.3,0.18,0.13,0.31,1.07,4.5,1.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.37,0.0,0.13,0.18,1.07,0.31
336,Reed,Harrison Reed,Harrison,Reed,MID,,Fulham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
337,Raúl,Raúl Jiménez Rodríguez,Raúl,Jiménez Rodríguez,FWD,,Fulham,,65,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.3,11.0,0.7,0.29,0.0,0.29,1.05,6.5,2.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.77,0.0,0.0,0.29,1.05,0.29
338,Muniz,Rodrigo Muniz Carvalho,Rodrigo,Muniz Carvalho,FWD,,Fulham,,24,7,1,0,0,0,0,0,0,1,0,0,3,25,31.0,0.0,33.0,6.4,0.15,0.0,0.15,0.43,5.5,2.4,a,,1,0.0,3.75,2025-08-22T01:26:46Z,26.25,0.0,0.0,0.15,0.43,0.15
339,Meslier,Illan Meslier,Illan,Meslier,GK,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
340,Cairns,Alex Cairns,Alex,Cairns,GK,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
341,Darlow,Karl Darlow,Karl,Darlow,GK,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
342,Bogle,Jayden Bogle,Jayden,Bogle,DEF,,Leeds,,90,6,0,0,1,0,0,0,0,0,0,0,0,20,13.4,1.2,2.0,1.7,0.01,0.01,0.02,0.55,4.5,0.2,a,100.0,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.01,0.01,0.55,0.02
343,Struijk,Pascal Struijk,Pascal,Struijk,DEF,,Leeds,,90,8,0,0,1,0,0,0,0,0,0,0,2,29,23.2,11.4,9.0,4.4,0.13,0.01,0.14,0.55,4.5,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.0,0.0,0.01,0.13,0.55,0.14
344,Bijol,Jaka Bijol,Jaka,Bijol,DEF,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
345,Bornauw,Sebastiaan Bornauw,Sebastiaan,Bornauw,DEF,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
346,Byram,Sam Byram,Sam,Byram,DEF,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
347,Gudmundsson,Gabriel Gudmundsson,Gabriel,Gudmundsson,DEF,,Leeds,,90,9,0,0,1,0,0,0,0,0,0,0,3,35,30.4,33.6,17.0,8.1,0.17,0.14,0.31,0.55,4.0,3.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.14,0.17,0.55,0.31
348,Rodon,Joe Rodon,Joe,Rodon,DEF,,Leeds,,90,7,0,0,1,0,0,0,0,0,0,0,1,26,14.4,0.6,0.0,1.5,0.0,0.0,0.0,0.55,4.0,2.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,7.0,0.0,0.0,0.0,0.55,0.0
349,Schmidt,Isaac Schmidt,Isaac,Schmidt,DEF,,Leeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
350,Aaronson,Brenden Aaronson,Brenden,Aaronson,MID,,Leeds,,23,1,0,0,0,0,0,0,0,0,0,0,0,10,9.2,24.9,6.0,4.0,0.0,0.21,0.21,0.47,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.91,0.0,0.21,0.0,0.47,0.21
351,Gnonto,Wilfried Gnonto,Wilfried,Gnonto,MID,,Leeds,,66,3,0,0,1,0,0,0,0,0,0,0,0,12,6.6,6.3,11.0,2.4,0.14,0.01,0.15,0.08,5.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.09,0.0,0.01,0.14,0.08,0.15
352,Harrison,Jack Harrison,Jack,Harrison,MID,,Leeds,,12,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,1.3,2.0,0.6,0.0,0.0,0.0,0.28,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,7.5,0.0,0.0,0.0,0.28,0.0
353,James,Daniel James,Daniel,James,MID,,Leeds,,77,3,0,0,1,0,0,0,0,0,0,0,0,6,6.2,15.7,11.0,3.3,0.14,0.05,0.19,0.28,5.5,0.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.51,0.0,0.05,0.14,0.28,0.19
