element,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price_m,selected_by_percent,status,chance_of_playing_next_round,apps,assists_per90,goals_scored_per90,last_updated_utc,points_per90,saves_per90,xa,xg,xgc,xgi
443,Shaw,Luke Shaw,Luke,Shaw,DEF,,Man Utd,,79,2,0,0,0,1,0,0,0,0,0,0,0,7,11.2,12.5,0.0,2.4,0.0,0.02,0.02,1.1,4.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.28,0.0,0.02,0.0,1.1,0.02
444,Yoro,Leny Yoro,Leny,Yoro,DEF,,Man Utd,,90,4,0,0,0,1,0,0,0,0,0,0,0,11,18.2,2.6,0.0,2.1,0.0,0.01,0.01,1.31,4.5,1.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.0,0.0,0.01,0.0,1.31,0.01
445,Amass,Harry Amass,Harry,Amass,DEF,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
446,Fredricson,Tyler Fredricson,Tyler,Fredricson,DEF,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
447,Heaven,Ayden Heaven,Ayden,Heaven,DEF,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
448,Malacia,Tyrell Malacia,Tyrell,Malacia,DEF,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
449,B.Fernandes,Bruno Borges Fernandes,Bruno,Borges Fernandes,MID,,Man Utd,,90,2,0,0,0,1,0,0,0,0,0,0,0,19,25.2,65.3,9.0,10.0,0.15,0.3,0.45,1.31,9.0,21.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.3,0.15,1.31,0.45
450,Cunha,Matheus Santos Carneiro da Cunha,Matheus,Santos Carneiro da Cunha,MID,,Man Utd,,90,2,0,0,0,1,0,0,0,0,0,0,0,16,17.8,13.3,50.0,8.1,0.4,0.05,0.45,1.31,8.0,9.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.05,0.4,1.31,0.45
451,Rashford,Marcus Rashford,Marcus,Rashford,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
452,Amad,Amad Diallo,Amad,Diallo,MID,,Man Utd,,35,1,0,0,0,0,0,0,0,0,0,0,0,12,13.4,12.3,19.0,4.5,0.03,0.04,0.07,0.27,6.5,2.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.57,0.0,0.04,0.03,0.27,0.07
453,Garnacho,Alejandro Garnacho Ferreyra,Alejandro,Garnacho Ferreyra,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
454,Antony,Antony dos Santos,Antony,dos Santos,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
455,Mount,Mason Mount,Mason,Mount,MID,,Man Utd,,64,2,0,0,0,1,0,0,0,0,0,0,0,9,7.0,25.1,18.0,5.0,0.12,0.15,0.27,1.1,6.0,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.81,0.0,0.15,0.12,1.1,0.27
456,Sancho,Jadon Sancho,Jadon,Sancho,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
457,Casemiro,Carlos Henrique Casimiro,Carlos Henrique,Casimiro,MID,,Man Utd,,64,2,0,0,0,1,0,0,0,0,0,0,0,15,9.2,11.6,0.0,2.1,0.0,0.02,0.02,1.1,5.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.81,0.0,0.02,0.0,1.1,0.02
458,Mainoo,Kobbie Mainoo,Kobbie,Mainoo,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
459,Ugarte,Manuel Ugarte Ribeiro,Manuel,Ugarte Ribeiro,MID,,Man Utd,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.4,1.0,1.2,0.03,0.01,0.04,0.21,5.0,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.6,0.0,0.01,0.03,0.21,0.04
460,Collyer,Toby Collyer,Toby,Collyer,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
461,Fitzgerald,Jayce Fitzgerald,Jayce,Fitzgerald,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
462,J.Fletcher,Jack Fletcher,Jack,Fletcher,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
463,Kone,Sékou Koné,Sékou,Koné,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
464,Moorhouse,Jack Moorhouse,Jack,Moorhouse,MID,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
465,Højlund,Rasmus Højlund,Rasmus,Højlund,FWD,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.6,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
466,Zirkzee,Joshua Zirkzee,Joshua,Zirkzee,FWD,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
467,Obi,Chido Obi,Chido,Obi,FWD,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
468,Wheatley,Ethan Wheatley,Ethan,Wheatley,FWD,,Man Utd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
469,Pope,Nick Pope,Nick,Pope,GK,,Newcastle,,90,9,0,0,1,0,0,0,0,0,0,3,2,32,27.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,5.0,4.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,3.0,0.0,0.0,0.2,0.0
470,Dúbravka,Martin Dúbravka,Martin,Dúbravka,GK,,Burnley,,90,2,0,0,0,3,0,0,0,0,0,3,0,5,25.6,0.0,0.0,2.6,0.0,0.0,0.0,2.32,4.0,34.6,a,100.0,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,3.0,0.0,0.0,2.32,0.0
471,Gillespie,Mark Gillespie,Mark,Gillespie,GK,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
472,Odysseas,Odysseas Vlachodimos,Odysseas,Vlachodimos,GK,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
473,Hall,Lewis Hall,Lewis,Hall,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
474,Schär,Fabian Schär,Fabian,Schär,DEF,,Newcastle,,90,8,0,0,1,0,0,0,0,0,0,0,0,26,13.8,1.9,4.0,2.0,0.04,0.03,0.07,0.2,5.5,2.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.0,0.0,0.03,0.04,0.2,0.07
475,Botman,Sven Botman,Sven,Botman,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
476,Burn,Dan Burn,Dan,Burn,DEF,,Newcastle,,90,9,0,0,1,0,0,0,0,0,0,0,1,30,18.6,1.2,2.0,2.2,0.0,0.01,0.01,0.2,5.0,4.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.01,0.0,0.2,0.01
477,Livramento,Tino Livramento,Tino,Livramento,DEF,,Newcastle,,90,9,0,0,1,0,0,0,0,0,0,0,3,33,18.0,25.4,4.0,4.7,0.0,0.03,0.03,0.2,5.0,4.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.03,0.0,0.2,0.03
478,Trippier,Kieran Trippier,Kieran,Trippier,DEF,,Newcastle,,90,6,0,0,1,0,0,0,0,0,0,0,0,26,9.8,22.5,0.0,3.2,0.0,0.06,0.06,0.2,5.0,2.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.06,0.0,0.2,0.06
479,Krafth,Emil Krafth,Emil,Krafth,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
480,Lascelles,Jamaal Lascelles,Jamaal,Lascelles,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
481,A.Murphy,Alex Murphy,Alex,Murphy,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
482,Ashby,Harrison Ashby,Harrison,Ashby,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
483,Pivas,Miodrag Pivaš,Miodrag,Pivaš,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
484,Targett,Matt Targett,Matt,Targett,DEF,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
485,Gordon,Anthony Gordon,Anthony,Gordon,MID,,Newcastle,,90,3,0,0,1,0,0,0,0,0,0,0,0,4,5.4,13.0,41.0,5.9,0.55,0.03,0.58,0.2,7.5,2.0,a,100.0,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.03,0.55,0.2,0.58
486,Elanga,Anthony Elanga,Anthony,Elanga,MID,,Newcastle,,77,3,0,0,1,0,0,0,0,0,0,0,0,10,8.6,29.8,27.0,6.5,0.57,0.06,0.63,0.17,7.0,7.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.51,0.0,0.06,0.57,0.17,0.63
487,Barnes,Harvey Barnes,Harvey,Barnes,MID,,Newcastle,,89,3,0,0,1,0,0,0,0,0,0,0,0,15,12.8,56.8,25.0,9.5,0.23,0.33,0.56,0.2,6.5,0.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.03,0.0,0.33,0.23,0.2,0.56
488,Bruno G.,Bruno Guimarães Rodriguez Moura,Bruno,Guimarães Rodriguez Moura,MID,,Newcastle,,90,3,0,0,1,0,0,0,0,0,0,0,0,11,7.6,22.6,2.0,3.2,0.0,0.1,0.1,0.2,6.5,1.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.1,0.0,0.2,0.1
489,J.Murphy,Jacob Murphy,Jacob,Murphy,MID,,Newcastle,,12,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1.3,4.0,0.6,0.0,0.01,0.01,0.03,6.4,1.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,7.5,0.0,0.01,0.0,0.03,0.01
490,Joelinton,Joelinton Cássio Apolinário de Lira,Joelinton Cássio,Apolinário de Lira,MID,,Newcastle,,82,2,0,0,1,0,0,0,0,1,0,0,0,7,4.4,4.2,6.0,1.5,0.0,0.02,0.02,0.17,6.0,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.2,0.0,0.02,0.0,0.17,0.02
491,Tonali,Sandro Tonali,Sandro,Tonali,MID,,Newcastle,,90,3,0,0,1,0,0,0,0,0,0,0,0,20,13.8,29.2,0.0,4.3,0.0,0.18,0.18,0.2,5.5,1.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.18,0.0,0.2,0.18
492,Antoñito C.,Antoñito Cordero Campillo,Antoñito,Cordero Campillo,MID,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
493,Longstaff,Sean Longstaff,Sean,Longstaff,MID,,Leeds,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,5.0,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,90.0,0.0,0.0,0.0,0.0,0.0
494,Willock,Joe Willock,Joe,Willock,MID,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
495,Hayden,Isaac Hayden,Isaac,Hayden,MID,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
496,Kuol,Garang Kuol,Garang,Kuol,MID,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
497,L.Miley,Lewis Miley,Lewis,Miley,MID,,Newcastle,,7,1,0,0,0,0,0,0,0,0,0,0,0,4,2.6,11.0,2.0,1.6,0.0,0.01,0.01,0.03,4.5,2.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,12.86,0.0,0.01,0.0,0.03,0.01
498,White,Joe White,Joe,White,MID,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
499,Isak,Alexander Isak,Alexander,Isak,FWD,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,5.2,n,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
500,Osula,William Osula,William,Osula,FWD,,Newcastle,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,7.0,0.7,0.03,0.02,0.05,0.0,5.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,90.0,0.0,0.02,0.03,0.0,0.05
501,Neave,Sean Neave,Sean,Neave,FWD,,Newcastle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
502,Sels,Matz Sels,Matz,Sels,GK,,Nott'm Forest,,90,2,0,0,0,1,0,0,0,0,0,2,0,9,14.6,0.0,0.0,1.5,0.0,0.0,0.0,1.5,5.0,19.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,2.0,0.0,0.0,1.5,0.0
503,C.Miguel,Carlos Miguel dos Santos Pereira,Carlos Miguel,dos Santos Pereira,GK,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
504,Turner,Matt Turner,Matt,Turner,GK,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
505,Milenković,Nikola Milenković,Nikola,Milenković,DEF,,Nott'm Forest,,90,2,0,0,0,1,0,0,0,0,0,0,0,5,17.2,0.5,0.0,1.8,0.0,0.0,0.0,1.5,5.5,9.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.0,0.0,1.5,0.0
506,Murillo,Murillo Costa dos Santos,Murillo,Costa dos Santos,DEF,,Nott'm Forest,,90,2,0,0,0,1,0,0,0,0,0,0,0,12,11.8,1.6,0.0,1.3,0.0,0.02,0.02,1.5,5.5,6.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.02,0.0,1.5,0.02
507,Aina,Ola Aina,Ola,Aina,DEF,,Nott'm Forest,,90,4,0,0,0,1,0,0,0,0,0,0,0,15,27.2,16.1,2.0,4.5,0.0,0.04,0.04,1.5,5.0,14.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.0,0.0,0.04,0.0,1.5,0.04
508,N.Williams,Neco Williams,Neco,Williams,DEF,,Nott'm Forest,,90,1,0,0,0,1,0,0,0,1,0,0,0,10,19.0,28.8,2.0,5.0,0.0,0.09,0.09,1.5,5.0,9.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.09,0.0,1.5,0.09
509,David Carmo,David Mota Veiga Teixeira do Carmo,David,Mota Veiga Teixeira do Carmo,DEF,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
510,Jair Cunha,Jair Paula da Cunha Filho,Jair,Paula da Cunha Filho,DEF,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
511,Morato,Felipe Rodrigues da Silva,Felipe,Rodrigues da Silva,DEF,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
512,O.Richards,Omar Richards,Omar,Richards,DEF,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
513,Abbott,Zach Abbott,Zach,Abbott,DEF,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
514,Boly,Willy Boly,Willy,Boly,DEF,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
515,Gibbs-White,Morgan Gibbs-White,Morgan,Gibbs-White,MID,,Nott'm Forest,,83,5,0,1,0,1,0,0,0,0,0,0,0,23,28.8,51.8,15.0,9.6,0.38,0.28,0.66,1.5,7.5,5.2,a,,1,1.084,0.0,2025-08-22T01:26:46Z,5.42,0.0,0.28,0.38,1.5,0.66
516,Hudson-Odoi,Callum Hudson-Odoi,Callum,Hudson-Odoi,MID,,Nott'm Forest,,90,2,0,0,0,1,0,0,0,0,0,0,0,20,11.8,32.3,9.0,5.3,0.02,0.24,0.26,1.5,6.0,1.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.24,0.02,1.5,0.26
517,Anderson,Elliot Anderson,Elliot,Anderson,MID,,Nott'm Forest,,90,6,0,1,0,1,0,0,0,0,0,0,1,24,28.6,21.3,20.0,7.0,0.39,0.28,0.67,1.5,5.5,6.5,a,,1,1.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.28,0.39,1.5,0.67
518,Jota,João Pedro Ferreira da Silva,João Pedro,Ferreira da Silva,MID,,Nott'm Forest,,11,1,0,0,0,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.18,0.0,0.0,0.0,0.0,0.0
519,Dominguez,Nicolás Domínguez,Nicolás,Domínguez,MID,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
520,O'Brien,Lewis O'Brien,Lewis,O'Brien,MID,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
521,Sangaré,Ibrahim Sangaré,Ibrahim,Sangaré,MID,,Nott'm Forest,,90,2,0,0,0,1,0,0,0,0,0,0,0,11,1.4,4.2,1.0,0.7,0.02,0.01,0.03,1.5,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.01,0.02,1.5,0.03
522,Yates,Ryan Yates,Ryan,Yates,MID,,Nott'm Forest,,6,1,0,0,0,0,0,0,0,0,0,0,0,7,4.6,1.6,2.0,0.8,0.0,0.01,0.01,0.0,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,15.0,0.0,0.01,0.0,0.0,0.01
523,Da Silva Moreira,Eric da Silva Moreira,Eric,da Silva Moreira,MID,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
524,Stamenic,Marko Stamenić,Marko,Stamenić,MID,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
525,Wood,Chris Wood,Chris,Wood,FWD,,Nott'm Forest,,78,13,2,0,0,1,0,0,0,0,0,0,3,58,66.2,4.3,54.0,12.5,0.95,0.01,0.96,1.5,7.6,19.1,a,,1,0.0,2.308,2025-08-22T01:26:46Z,15.0,0.0,0.01,0.95,1.5,0.96
526,Igor Jesus,Igor Jesus Maciel da Cruz,Igor Jesus,Maciel da Cruz,FWD,,Nott'm Forest,,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.5,2.0,0.5,0.0,0.0,0.0,0.0,6.0,0.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.18,0.0,0.0,0.0,0.0,0.0
527,Awoniyi,Taiwo Awoniyi,Taiwo,Awoniyi,FWD,,Nott'm Forest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
528,Patterson,Anthony Patterson,Anthony,Patterson,GK,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
529,Moore,Simon Moore,Simon,Moore,GK,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
530,Nna Noukeu,Blondy Nna Noukeu,Blondy,Nna Noukeu,GK,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
531,Ballard,Daniel Ballard,Daniel,Ballard,DEF,,Sunderland,,90,17,1,0,1,0,0,0,0,0,0,0,3,53,69.6,0.5,64.0,13.4,0.18,0.01,0.19,0.56,4.6,5.4,a,,1,0.0,1.0,2025-08-22T01:26:46Z,17.0,0.0,0.01,0.18,0.56,0.19
