element,web_name_x,team_name,position,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,in_dreamteam,team,element_type,fixture,opponent_team_x,kickoff_time_x,web_name_y,name,opponent_team_y,kickoff_time_y,kickoff_time
339,Meslier,Leeds,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,1,10,9,2025-08-18T19:00:00Z,Meslier,Illan Meslier,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
340,Cairns,Leeds,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,1,10,9,2025-08-18T19:00:00Z,Cairns,Alex Cairns,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
341,Darlow,Leeds,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,1,10,9,2025-08-18T19:00:00Z,Darlow,Karl Darlow,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
342,Bogle,Leeds,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,20,13.4,1.2,2.0,1.7,3,3,2,5,1,0.01,0.01,0.02,0.55,False,11,2,10,9,2025-08-18T19:00:00Z,Bogle,Jayden Bogle,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
343,Struijk,Leeds,DEF,1,90,8,0,0,1,0,0,0,0,0,0,0,2,29,23.2,11.4,9.0,4.4,8,5,0,8,1,0.13,0.01,0.14,0.55,False,11,2,10,9,2025-08-18T19:00:00Z,Struijk,Pascal Struijk,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
344,Bijol,Leeds,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,2,10,9,2025-08-18T19:00:00Z,Bijol,Jaka Bijol,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
345,Bornauw,Leeds,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,2,10,9,2025-08-18T19:00:00Z,Bornauw,Sebastiaan Bornauw,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
346,Byram,Leeds,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,2,10,9,2025-08-18T19:00:00Z,Byram,Sam Byram,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
347,Gudmundsson,Leeds,DEF,1,90,9,0,0,1,0,0,0,0,0,0,0,3,35,30.4,33.6,17.0,8.1,7,6,1,8,1,0.17,0.14,0.31,0.55,False,11,2,10,9,2025-08-18T19:00:00Z,Gudmundsson,Gabriel Gudmundsson,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
348,Rodon,Leeds,DEF,1,90,7,0,0,1,0,0,0,0,0,0,0,1,26,14.4,0.6,0.0,1.5,7,2,0,7,1,0.0,0.0,0.0,0.55,False,11,2,10,9,2025-08-18T19:00:00Z,Rodon,Joe Rodon,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
349,Schmidt,Leeds,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,2,10,9,2025-08-18T19:00:00Z,Schmidt,Isaac Schmidt,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
350,Aaronson,Leeds,MID,1,23,1,0,0,0,0,0,0,0,0,0,0,0,10,9.2,24.9,6.0,4.0,0,0,2,2,0,0.0,0.21,0.21,0.47,False,11,3,10,9,2025-08-18T19:00:00Z,Aaronson,Brenden Aaronson,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
351,Gnonto,Leeds,MID,1,66,3,0,0,1,0,0,0,0,0,0,0,0,12,6.6,6.3,11.0,2.4,2,1,4,7,1,0.14,0.01,0.15,0.08,False,11,3,10,9,2025-08-18T19:00:00Z,Gnonto,Wilfried Gnonto,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
352,Harrison,Leeds,MID,1,12,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,1.3,2.0,0.6,0,0,1,1,0,0.0,0.0,0.0,0.28,False,11,3,10,9,2025-08-18T19:00:00Z,Harrison,Jack Harrison,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
353,James,Leeds,MID,1,77,3,0,0,1,0,0,0,0,0,0,0,0,6,6.2,15.7,11.0,3.3,1,1,0,2,1,0.14,0.05,0.19,0.28,False,11,3,10,9,2025-08-18T19:00:00Z,James,Daniel James,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
354,Ampadu,Leeds,MID,1,77,3,0,0,1,0,0,0,0,0,0,0,0,12,10.8,4.9,2.0,1.8,2,3,3,8,1,0.0,0.02,0.02,0.28,False,11,3,10,9,2025-08-18T19:00:00Z,Ampadu,Ethan Ampadu,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
355,Greenwood,Leeds,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,3,10,9,2025-08-18T19:00:00Z,Greenwood,Sam Greenwood,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
356,Gruev,Leeds,MID,1,12,1,0,0,0,0,0,0,0,0,0,0,0,3,1.6,0.3,0.0,0.2,1,0,0,1,0,0.0,0.0,0.0,0.28,False,11,3,10,9,2025-08-18T19:00:00Z,Gruev,Ilia Gruev,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
357,Ramazani,Leeds,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,3,10,9,2025-08-18T19:00:00Z,Ramazani,Largie Ramazani,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
358,Tanaka,Leeds,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,13,2.2,24.3,9.0,3.6,1,6,0,7,1,0.09,0.03,0.12,0.55,False,11,3,10,9,2025-08-18T19:00:00Z,Tanaka,Tanaka Ao,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
359,Crew,Leeds,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,3,10,9,2025-08-18T19:00:00Z,Crew,Charlie Crew,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
360,Gelhardt,Leeds,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,3,10,9,2025-08-18T19:00:00Z,Gelhardt,Joe Gelhardt,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
361,Gyabi,Leeds,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,3,10,9,2025-08-18T19:00:00Z,Gyabi,Darko Gyabi,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
362,Piroe,Leeds,FWD,1,77,2,0,0,1,0,0,0,0,0,0,0,0,4,2.0,5.6,44.0,5.2,0,4,0,4,1,0.28,0.04,0.32,0.28,False,11,4,10,9,2025-08-18T19:00:00Z,Piroe,Joël Piroe,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
363,Bamford,Leeds,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,4,10,9,2025-08-18T19:00:00Z,Bamford,Patrick Bamford,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
364,Mateo Joseph,Leeds,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,11,4,10,9,2025-08-18T19:00:00Z,Mateo Joseph,Mateo Joseph Fernández-Regatillo,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
365,Nmecha,Leeds,FWD,1,12,5,1,0,0,0,0,0,0,0,0,0,0,20,34.0,1.6,22.0,5.8,1,2,0,3,0,0.85,0.01,0.86,0.28,False,11,4,10,9,2025-08-18T19:00:00Z,Nmecha,Lukas Nmecha,9,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
366,A.Becker,Liverpool,GK,1,90,1,0,0,0,2,0,0,0,0,0,1,0,8,13.6,0.0,0.0,1.4,2,7,0,0,1,0.0,0.01,0.01,1.7,False,12,1,1,4,2025-08-15T19:00:00Z,A.Becker,Alisson Becker,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
367,Mamardashvili,Liverpool,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,1,1,4,2025-08-15T19:00:00Z,Mamardashvili,Giorgi Mamardashvili,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
368,Pécsi,Liverpool,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,1,1,4,2025-08-15T19:00:00Z,Pécsi,Ármin Pécsi,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
369,Woodman,Liverpool,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,1,1,4,2025-08-15T19:00:00Z,Woodman,Freddie Woodman,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
370,Frimpong,Liverpool,DEF,1,59,1,0,0,0,0,0,0,0,0,0,0,0,8,5.4,1.3,2.0,0.9,3,1,1,4,1,0.01,0.01,0.02,0.81,False,12,2,1,4,2025-08-15T19:00:00Z,Frimpong,Jeremie Frimpong,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
371,Kerkez,Liverpool,DEF,1,59,0,0,0,0,0,0,0,0,1,0,0,0,5,8.4,1.3,0.0,1.0,5,5,1,6,1,0.0,0.01,0.01,0.81,False,12,2,1,4,2025-08-15T19:00:00Z,Kerkez,Milos Kerkez,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
372,Robertson,Liverpool,DEF,1,30,0,0,0,0,2,0,0,0,0,0,0,0,-3,5.4,4.1,2.0,1.2,2,0,0,2,0,0.0,0.04,0.04,0.89,False,12,2,1,4,2025-08-15T19:00:00Z,Robertson,Andrew Robertson,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
373,Virgil,Liverpool,DEF,1,90,3,0,0,0,2,0,0,0,0,0,0,0,11,49.4,0.9,25.0,7.5,20,4,1,21,1,0.18,0.01,0.19,1.7,False,12,2,1,4,2025-08-15T19:00:00Z,Virgil,Virgil van Dijk,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
374,Konaté,Liverpool,DEF,1,90,1,0,0,0,2,0,0,0,0,0,0,0,6,21.4,0.6,0.0,2.2,7,5,0,7,1,0.0,0.0,0.0,1.7,False,12,2,1,4,2025-08-15T19:00:00Z,Konaté,Ibrahima Konaté,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
375,Bradley,Liverpool,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,2,1,4,2025-08-15T19:00:00Z,Bradley,Conor Bradley,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
376,Gomez,Liverpool,DEF,1,18,1,0,0,0,1,0,0,0,0,0,0,0,-1,2.4,0.4,0.0,0.3,1,1,0,1,0,0.0,0.0,0.0,0.21,False,12,2,1,4,2025-08-15T19:00:00Z,Gomez,Joe Gomez,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
377,Tsimikas,Liverpool,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,2,1,4,2025-08-15T19:00:00Z,Tsimikas,Konstantinos Tsimikas,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
378,Nallo,Liverpool,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,2,1,4,2025-08-15T19:00:00Z,Nallo,Amara Nallo,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
379,R.Williams,Liverpool,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,2,1,4,2025-08-15T19:00:00Z,R.Williams,Rhys Williams,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
380,Ramsay,Liverpool,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,2,1,4,2025-08-15T19:00:00Z,Ramsay,Calvin Ramsay,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
381,M.Salah,Liverpool,MID,1,90,8,1,0,0,2,0,0,0,0,0,0,1,36,49.0,33.8,51.0,13.4,1,9,0,10,1,0.26,0.11,0.37,1.7,False,12,3,1,4,2025-08-15T19:00:00Z,M.Salah,Mohamed Salah,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
382,Wirtz,Liverpool,MID,1,81,2,0,0,0,2,0,0,0,0,0,0,0,14,12.0,45.0,12.0,6.9,1,6,2,9,1,0.14,0.28,0.42,1.7,False,12,3,1,4,2025-08-15T19:00:00Z,Wirtz,Florian Wirtz,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
383,Luis Díaz,Liverpool,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,Luis Díaz,Luis Díaz Marulanda,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
384,Gakpo,Liverpool,MID,1,90,7,1,0,0,2,0,0,0,0,0,0,0,34,48.2,39.6,46.0,13.4,1,6,1,8,1,0.2,0.44,0.64,1.7,False,12,3,1,4,2025-08-15T19:00:00Z,Gakpo,Cody Gakpo,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
385,Chiesa,Liverpool,MID,1,8,6,1,0,0,0,0,0,0,0,0,0,0,29,35.2,0.3,17.0,5.3,0,0,1,1,0,0.16,0.0,0.16,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,Chiesa,Federico Chiesa,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
386,Mac Allister,Liverpool,MID,1,71,5,0,1,0,1,0,0,0,0,0,0,0,27,27.4,15.2,11.0,5.4,1,2,3,6,1,0.03,0.02,0.05,1.49,False,12,3,1,4,2025-08-15T19:00:00Z,Mac Allister,Alexis Mac Allister,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
387,Szoboszlai,Liverpool,MID,1,90,2,0,0,0,2,0,0,0,0,0,0,0,17,14.0,29.8,24.0,6.8,2,5,4,11,1,0.1,0.09,0.19,1.7,False,12,3,1,4,2025-08-15T19:00:00Z,Szoboszlai,Dominik Szoboszlai,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
388,C.Jones,Liverpool,MID,1,18,1,0,0,0,1,0,0,0,0,0,0,0,4,3.2,10.9,0.0,1.4,0,1,0,1,0,0.0,0.04,0.04,0.21,False,12,3,1,4,2025-08-15T19:00:00Z,C.Jones,Curtis Jones,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
389,Elliott,Liverpool,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,Elliott,Harvey Elliott,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
390,Gravenberch,Liverpool,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,Gravenberch,Ryan Gravenberch,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
391,Gannon-Doak,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Gannon-Doak,Ben Gannon-Doak,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
392,Endo,Liverpool,MID,1,30,4,0,1,0,2,0,0,0,0,0,0,0,15,24.6,10.7,0.0,3.5,1,0,2,3,0,0.0,0.0,0.0,0.89,False,12,3,1,4,2025-08-15T19:00:00Z,Endo,Endo Wataru,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
393,Bajcetic,Liverpool,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,Bajcetic,Stefan Bajčetić Maquieira,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
394,McConnell,Liverpool,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,McConnell,James McConnell,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
395,Morton,Liverpool,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,Morton,Tyler Morton,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
396,Nyoni,Liverpool,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,3,1,4,2025-08-15T19:00:00Z,Nyoni,Trey Nyoni,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
397,Darwin,Liverpool,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,4,1,4,2025-08-15T19:00:00Z,Darwin,Darwin Núñez Ribeiro,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
398,Danns,Liverpool,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,12,4,1,4,2025-08-15T19:00:00Z,Danns,Jayden Danns,4,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
399,Ederson M.,Man City,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,1,7,20,2025-08-16T16:30:00Z,Ederson M.,Ederson Santana de Moraes,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
400,Ortega Moreno,Man City,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,1,7,20,2025-08-16T16:30:00Z,Ortega Moreno,Stefan Ortega Moreno,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
401,Bettinelli,Man City,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,1,7,20,2025-08-16T16:30:00Z,Bettinelli,Marcus Bettinelli,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
402,Aït-Nouri,Man City,DEF,1,90,9,0,0,1,0,0,0,0,0,0,0,1,33,30.4,13.5,3.0,4.7,9,3,6,15,1,0.04,0.02,0.06,0.56,False,13,2,7,20,2025-08-16T16:30:00Z,Aït-Nouri,Rayan Aït-Nouri,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
403,Gvardiol,Man City,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,2,7,20,2025-08-16T16:30:00Z,Gvardiol,Joško Gvardiol,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
404,Akanji,Man City,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,2,7,20,2025-08-16T16:30:00Z,Akanji,Manuel Akanji,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
405,Aké,Man City,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,2,7,20,2025-08-16T16:30:00Z,Aké,Nathan Aké,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
406,Khusanov,Man City,DEF,1,8,1,0,0,0,0,0,0,0,0,0,0,0,7,3.6,0.0,0.0,0.4,0,0,1,1,0,0.0,0.0,0.0,0.08,False,13,2,7,20,2025-08-16T16:30:00Z,Khusanov,Abdukodir Khusanov,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
407,Matheus N.,Man City,DEF,1,24,1,0,0,0,0,0,0,0,0,0,0,0,5,3.8,1.2,0.0,0.5,3,2,1,4,0,0.0,0.0,0.0,0.21,False,13,2,7,20,2025-08-16T16:30:00Z,Matheus N.,Matheus Nunes,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
408,Rúben,Man City,DEF,1,90,6,0,0,1,0,0,0,0,0,0,0,0,26,21.6,1.7,2.0,2.5,4,4,0,4,1,0.0,0.08,0.08,0.56,False,13,2,7,20,2025-08-16T16:30:00Z,Rúben,Rúben dos Santos Gato Alves Dias,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
409,Stones,Man City,DEF,1,81,6,0,0,1,0,0,0,0,0,0,0,0,28,14.4,2.2,0.0,1.7,2,4,0,2,1,0.0,0.01,0.01,0.47,False,13,2,7,20,2025-08-16T16:30:00Z,Stones,John Stones,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
410,Lewis,Man City,DEF,1,65,11,0,1,1,0,0,0,0,0,0,0,2,41,29.2,13.1,8.0,5.0,5,1,1,6,1,0.0,0.59,0.59,0.35,True,13,2,7,20,2025-08-16T16:30:00Z,Lewis,Rico Lewis,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
411,O’Reilly,Man City,DEF,1,24,0,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,5.0,0.0,0.5,0,0,0,0,0,0.0,0.01,0.01,0.21,False,13,2,7,20,2025-08-16T16:30:00Z,O’Reilly,Nico O'Reilly,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
412,Vitor Reis,Man City,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,2,7,20,2025-08-16T16:30:00Z,Vitor Reis,Vitor de Oliveira Nunes dos Reis,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
413,Marmoush,Man City,MID,1,24,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.8,6.0,0.7,0,1,0,1,0,0.12,0.0,0.12,0.21,False,13,3,7,20,2025-08-16T16:30:00Z,Marmoush,Omar Marmoush,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
414,Foden,Man City,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,3,7,20,2025-08-16T16:30:00Z,Foden,Phil Foden,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
415,Savinho,Man City,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,3,7,20,2025-08-16T16:30:00Z,Savinho,Sávio Moreira de Oliveira,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
416,Bernardo,Man City,MID,1,65,3,0,0,1,0,0,0,0,0,0,0,0,25,22.0,62.0,4.0,8.8,1,4,4,9,1,0.0,0.44,0.44,0.35,False,13,3,7,20,2025-08-16T16:30:00Z,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
417,Cherki,Man City,MID,1,17,6,1,0,0,0,0,0,0,0,0,0,0,22,35.8,2.8,7.0,4.6,1,0,0,1,0,0.06,0.03,0.09,0.21,False,13,3,7,20,2025-08-16T16:30:00Z,Cherki,Rayan Cherki,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
418,Doku,Man City,MID,1,65,3,0,0,1,0,0,0,0,0,0,0,0,4,0.0,3.2,4.0,0.6,0,1,0,1,1,0.0,0.02,0.02,0.35,False,13,3,7,20,2025-08-16T16:30:00Z,Doku,Jérémy Doku,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
419,Grealish,Everton,MID,1,19,1,0,0,0,1,0,0,0,0,0,0,0,4,5.8,0.8,5.0,1.2,1,1,0,2,0,0.02,0.0,0.02,1.14,False,9,3,10,11,2025-08-18T19:00:00Z,Grealish,Jack Grealish,11,2025-08-18T19:00:00Z,2025-08-18T19:00:00Z
420,Gündoğan,Man City,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,3,7,20,2025-08-16T16:30:00Z,Gündoğan,İlkay Gündoğan,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
421,Rodrigo,Man City,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,3,7,20,2025-08-16T16:30:00Z,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
422,Kovačić,Man City,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,13,3,7,20,2025-08-16T16:30:00Z,Kovačić,Mateo Kovačić,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
423,N.Gonzalez,Man City,MID,1,90,3,0,0,1,0,0,0,0,0,0,0,0,27,24.8,5.6,6.0,3.6,4,4,3,11,1,0.05,0.05,0.1,0.56,False,13,3,7,20,2025-08-16T16:30:00Z,N.Gonzalez,Nico González Iglesias,20,2025-08-16T16:30:00Z,2025-08-16T16:30:00Z
