element,web_name_x,team_name,position,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,in_dreamteam,team,element_type,fixture,opponent_team_x,kickoff_time_x,web_name_y,name,opponent_team_y,kickoff_time_y,kickoff_time
84,Tavernier,Bournemouth,MID,1,90,4,0,0,0,4,0,0,0,0,0,0,0,20,24.6,14.1,33.0,7.2,7,10,3,20,1,0.32,0.06,0.38,2.21,False,4,3,1,12,2025-08-15T19:00:00Z,Tavernier,Marcus Tavernier,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
85,Adams,Bournemouth,MID,1,90,4,0,0,0,3,0,0,0,0,0,0,0,11,21.6,1.7,4.0,2.7,8,6,5,19,1,0.0,0.1,0.1,2.1,False,4,3,1,12,2025-08-15T19:00:00Z,Adams,Tyler Adams,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
86,Brooks,Bournemouth,MID,1,83,4,0,1,0,2,0,0,0,1,0,0,0,23,27.2,40.3,18.0,8.6,0,5,2,7,1,0.19,0.19,0.38,1.9,False,4,3,1,12,2025-08-15T19:00:00Z,Brooks,David Brooks,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
87,Christie,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Christie,Ryan Christie,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
88,Cook,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Cook,Lewis Cook,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
89,Philip,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Philip,Philip Billing,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
90,Scott,Bournemouth,MID,1,73,2,0,0,0,2,0,0,0,0,0,0,0,7,2.0,2.1,2.0,0.6,1,2,0,3,1,0.0,0.0,0.0,1.81,False,4,3,1,12,2025-08-15T19:00:00Z,Scott,Alex Scott,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
91,Sinisterra,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Sinisterra,Luis Sinisterra Lucumí,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
92,Faivre,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Faivre,Romain Faivre,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
93,H.Traorè,Bournemouth,MID,1,16,4,0,1,0,2,0,0,0,0,0,0,0,12,21.2,10.0,0.0,3.1,1,2,1,4,0,0.0,0.0,0.0,0.4,False,4,3,1,12,2025-08-15T19:00:00Z,H.Traorè,Hamed Traorè,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
94,Sadi,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Sadi,Dominic Sadi,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
95,Silcott-Duberry,Bournemouth,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,3,1,12,2025-08-15T19:00:00Z,Silcott-Duberry,Zain Silcott-Duberry,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
96,Winterburn,Bournemouth,MID,1,6,1,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.31,False,4,3,1,12,2025-08-15T19:00:00Z,Winterburn,Ben Winterburn,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
97,Evanilson,Bournemouth,FWD,1,90,1,0,0,0,4,0,0,0,1,0,0,0,-1,0.0,0.6,17.0,1.6,3,2,0,5,1,0.29,0.0,0.29,2.21,False,4,4,1,12,2025-08-15T19:00:00Z,Evanilson,Francisco Evanilson de Lima Barbosa,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
98,Enes Ünal,Bournemouth,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,4,1,12,2025-08-15T19:00:00Z,Enes Ünal,Enes Ünal,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
99,Adu-Adjei,Bournemouth,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,4,4,1,12,2025-08-15T19:00:00Z,Adu-Adjei,Daniel Adu-Adjei,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
100,Kroupi.Jr,Bournemouth,FWD,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.11,False,4,4,1,12,2025-08-15T19:00:00Z,Kroupi.Jr,Eli Junior Kroupi,12,2025-08-15T19:00:00Z,2025-08-15T19:00:00Z
101,Kelleher,Brentford,GK,1,90,1,0,0,0,3,0,0,0,0,0,2,0,4,11.8,0.0,0.0,1.2,4,14,0,0,1,0.0,0.0,0.0,1.86,False,5,1,4,16,2025-08-17T13:00:00Z,Kelleher,Caoimhín Kelleher,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
102,Balcombe,Brentford,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,1,4,16,2025-08-17T13:00:00Z,Balcombe,Ellery Balcombe,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
103,Cox,Brentford,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,1,4,16,2025-08-17T13:00:00Z,Cox,Matthew Cox,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
104,Eyestone,Brentford,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,1,4,16,2025-08-17T13:00:00Z,Eyestone,Julian Eyestone,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
105,Valdimarsson,Brentford,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,1,4,16,2025-08-17T13:00:00Z,Valdimarsson,Hákon Rafn Valdimarsson,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
106,Collins,Brentford,DEF,1,90,0,0,0,0,3,0,0,0,1,0,0,0,0,9.8,0.2,5.0,1.5,5,5,0,5,1,0.02,0.0,0.02,1.86,False,5,2,4,16,2025-08-17T13:00:00Z,Collins,Nathan Collins,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
107,Lewis-Potter,Brentford,DEF,1,68,1,0,0,0,3,0,0,0,0,0,0,0,-8,5.4,4.5,7.0,1.7,3,2,2,5,1,0.12,0.0,0.12,1.86,False,5,2,4,16,2025-08-17T13:00:00Z,Lewis-Potter,Keane Lewis-Potter,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
108,Ajer,Brentford,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Ajer,Kristoffer Ajer,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
109,Henry,Brentford,DEF,1,87,1,0,0,0,3,0,0,0,0,0,0,0,1,8.6,11.5,6.0,2.6,2,2,1,3,1,0.0,0.04,0.04,1.86,False,5,2,4,16,2025-08-17T13:00:00Z,Henry,Rico Henry,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
110,Kayode,Brentford,DEF,1,90,1,0,0,0,3,0,0,0,0,0,0,0,3,17.8,20.5,0.0,3.8,4,2,2,6,1,0.0,0.08,0.08,1.86,False,5,2,4,16,2025-08-17T13:00:00Z,Kayode,Michael Kayode,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
111,Pinnock,Brentford,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Pinnock,Ethan Pinnock,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
112,Roerslev,Brentford,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Roerslev,Mads Roerslev Rasmussen,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
113,Van den Berg,Brentford,DEF,1,90,3,0,0,0,3,0,0,0,0,0,0,0,6,34.4,0.6,24.0,5.9,12,4,2,14,1,0.21,0.0,0.21,1.86,False,5,2,4,16,2025-08-17T13:00:00Z,Van den Berg,Sepp van den Berg,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
114,Arthur,Brentford,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Arthur,Benjamin Arthur,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
115,Fredrick,Brentford,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Fredrick,Benjamin Fredrick,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
116,Hickey,Brentford,DEF,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,0.0,0.0,0.2,1,0,1,2,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Hickey,Aaron Hickey,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
117,Ji-soo,Brentford,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Ji-soo,Kim Ji-soo,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
118,Meghoma,Brentford,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,2,4,16,2025-08-17T13:00:00Z,Meghoma,Jayden Meghoma,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
119,Mbeumo,Man Utd,MID,1,90,2,0,0,0,1,0,0,0,0,0,0,0,17,10.6,21.4,49.0,8.1,1,5,0,6,1,0.42,0.05,0.47,1.31,False,14,3,9,1,2025-08-17T15:30:00Z,Mbeumo,Bryan Mbeumo,1,2025-08-17T15:30:00Z,2025-08-17T15:30:00Z
120,Schade,Brentford,MID,1,45,1,0,0,0,0,0,0,0,0,0,0,0,1,4.6,0.9,6.0,1.2,2,3,2,7,0,0.0,0.04,0.04,0.37,False,5,3,4,16,2025-08-17T13:00:00Z,Schade,Kevin Schade,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
121,Damsgaard,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Damsgaard,Mikkel Damsgaard,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
122,Milambo,Brentford,MID,1,45,1,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,0,2,2,4,1,0.0,0.01,0.01,1.49,False,5,3,4,16,2025-08-17T13:00:00Z,Milambo,Antoni Milambo,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
123,Carvalho,Brentford,MID,1,90,2,0,0,0,3,0,0,0,0,0,0,0,7,5.4,5.0,3.0,1.3,0,4,3,7,1,0.03,0.03,0.06,1.86,False,5,3,4,16,2025-08-17T13:00:00Z,Carvalho,Fábio Freitas Gouveia Carvalho,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
124,Henderson,Brentford,MID,1,21,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.1,0.0,0.1,0,3,0,3,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Henderson,Jordan Henderson,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
125,Janelt,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Janelt,Vitaly Janelt,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
126,Jensen,Brentford,MID,1,68,2,0,0,0,3,0,0,0,0,0,0,0,10,9.0,25.4,8.0,4.2,2,1,2,5,1,0.13,0.03,0.16,1.86,False,5,3,4,16,2025-08-17T13:00:00Z,Jensen,Mathias Jensen,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
127,Nunes,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Nunes,Gustavo Nunes Fernandes Gomes,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
128,Onyeka,Brentford,MID,1,21,4,0,1,0,0,0,0,0,0,0,0,0,9,0.0,0.1,2.0,0.1,0,1,0,1,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Onyeka,Frank Onyeka,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
129,Yarmoliuk,Brentford,MID,1,90,2,0,0,0,3,0,0,0,0,0,0,0,10,3.6,10.8,7.0,2.1,0,9,0,9,1,0.08,0.01,0.09,1.86,False,5,3,4,16,2025-08-17T13:00:00Z,Yarmoliuk,Yehor Yarmoliuk,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
130,Donovan,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Donovan,Romelle Donovan,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
131,Konak,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Konak,Yunus Emre Konak,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
132,Maghoma,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Maghoma,Paris Maghoma,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
133,Peart-Harris,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Peart-Harris,Myles Peart-Harris,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
134,Trevitt,Brentford,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,3,4,16,2025-08-17T13:00:00Z,Trevitt,Ryan Trevitt,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
135,Wissa,Brentford,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,4,4,16,2025-08-17T13:00:00Z,Wissa,Yoane Wissa,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
136,Thiago,Brentford,FWD,1,90,6,1,0,0,3,0,0,0,0,0,0,0,17,36.4,10.7,22.0,6.9,1,0,1,2,1,0.91,0.01,0.92,1.86,False,5,4,4,16,2025-08-17T13:00:00Z,Thiago,Igor Thiago Nascimento Rodrigues,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
137,Morgan,Brentford,FWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,5,4,4,16,2025-08-17T13:00:00Z,Morgan,Iwan Morgan,16,2025-08-17T13:00:00Z,2025-08-17T13:00:00Z
138,Steele,Brighton,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,1,3,10,2025-08-16T14:00:00Z,Steele,Jason Steele,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
139,Verbruggen,Brighton,GK,1,90,2,0,0,0,1,0,0,0,0,0,1,0,9,14.4,0.0,0.0,1.4,1,6,0,0,1,0.0,0.0,0.0,0.76,False,6,1,3,10,2025-08-16T14:00:00Z,Verbruggen,Bart Verbruggen,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
140,McGill,Brighton,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,1,3,10,2025-08-16T14:00:00Z,McGill,Tom McGill,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
141,Rushworth,Brighton,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,1,3,10,2025-08-16T14:00:00Z,Rushworth,Carl Rushworth,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
142,Scherpen,Brighton,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,1,3,10,2025-08-16T14:00:00Z,Scherpen,Kjell Scherpen,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
143,Boscagli,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Boscagli,Olivier Boscagli,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
144,Coppola,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Coppola,Diego Coppola,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
145,De Cuyper,Brighton,DEF,1,90,2,0,0,0,1,0,0,0,0,0,0,0,8,15.0,26.7,4.0,4.6,4,3,2,6,1,0.0,0.09,0.09,0.76,False,6,2,3,10,2025-08-16T14:00:00Z,De Cuyper,Maxim De Cuyper,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
146,Dunk,Brighton,DEF,1,90,2,0,0,0,1,0,0,0,0,0,0,0,16,16.6,1.8,7.0,2.5,7,5,1,8,1,0.09,0.0,0.09,0.76,False,6,2,3,10,2025-08-16T14:00:00Z,Dunk,Lewis Dunk,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
147,Estupiñan,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Estupiñan,Pervis Estupiñán Tenorio,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
148,F.Kadıoğlu,Brighton,DEF,1,21,0,0,0,0,1,0,0,0,1,0,0,0,-5,0.0,1.3,0.0,0.1,1,0,0,1,0,0.0,0.0,0.0,0.24,False,6,2,3,10,2025-08-16T14:00:00Z,F.Kadıoğlu,Ferdi Kadıoğlu,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
149,Igor,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Igor,Igor Julio dos Santos de Paulo,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
150,Lamptey,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Lamptey,Tariq Lamptey,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
151,Van Hecke,Brighton,DEF,1,90,2,0,0,0,1,0,0,0,0,0,0,0,15,28.0,1.3,0.0,2.9,7,4,1,8,1,0.0,0.13,0.13,0.76,False,6,2,3,10,2025-08-16T14:00:00Z,Van Hecke,Jan Paul van Hecke,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
152,Veltman,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Veltman,Joël Veltman,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
153,Webster,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Webster,Adam Webster,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
154,Cashin,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Cashin,Eiran Cashin,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
155,Slater,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Slater,Jacob Slater,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
156,Tasker,Brighton,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,2,3,10,2025-08-16T14:00:00Z,Tasker,Charlie Tasker,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
157,Mitoma,Brighton,MID,1,82,2,0,0,1,0,0,0,0,1,0,0,0,-2,0.0,2.4,8.0,0.6,0,0,0,0,1,0.07,0.04,0.11,0.52,False,6,3,3,10,2025-08-16T14:00:00Z,Mitoma,Mitoma Kaoru,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
158,Georginio,Brighton,MID,1,68,6,0,1,1,0,0,0,0,0,0,0,0,15,2.2,1.2,15.0,1.8,0,1,1,2,1,0.07,0.0,0.07,0.52,False,6,3,3,10,2025-08-16T14:00:00Z,Georginio,Georginio Rutter,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
159,March,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,March,Solly March,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
160,Minteh,Brighton,MID,1,68,3,0,0,1,0,0,0,0,0,0,0,0,7,0.4,2.9,12.0,1.5,1,3,0,4,1,0.09,0.02,0.11,0.52,False,6,3,3,10,2025-08-16T14:00:00Z,Minteh,Yankuba Minteh,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
161,Enciso,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Enciso,Julio Enciso Espínola,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
162,Gruda,Brighton,MID,1,7,1,0,0,0,1,0,0,0,0,0,0,0,-2,0.2,0.3,4.0,0.5,0,1,1,2,0,0.31,0.0,0.31,0.24,False,6,3,3,10,2025-08-16T14:00:00Z,Gruda,Brajan Gruda,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
163,Hinshelwood,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Hinshelwood,Jack Hinshelwood,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
164,O'Riley,Brighton,MID,1,87,10,1,0,1,0,0,0,0,0,0,0,2,24,45.8,44.3,25.0,11.5,0,0,3,3,1,0.79,0.14,0.93,0.52,True,6,3,3,10,2025-08-16T14:00:00Z,O'Riley,Matt O'Riley,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
165,Sima,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Sima,Abdallah Sima,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
166,Ayari,Brighton,MID,1,90,3,0,0,0,1,0,0,0,0,0,0,1,20,7.2,3.2,2.0,1.2,3,6,1,10,1,0.0,0.12,0.12,0.76,False,6,3,3,10,2025-08-16T14:00:00Z,Ayari,Yasin Ayari,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
167,Baleba,Brighton,MID,1,68,3,0,0,1,0,0,0,0,0,0,0,0,10,4.0,11.9,1.0,1.7,4,6,1,11,1,0.02,0.01,0.03,0.52,False,6,3,3,10,2025-08-16T14:00:00Z,Baleba,Carlos Baleba,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
168,Buonanotte,Brighton,MID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,6,3,3,10,2025-08-16T14:00:00Z,Buonanotte,Facundo Buonanotte,10,2025-08-16T14:00:00Z,2025-08-16T14:00:00Z
